@relation 'camel-weka.filters.unsupervised.attribute.Remove-V-R2,3,6,7,last'

@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,1}


@data
14,633,325,12,1
0,716,327,7,1
0,492,211,96,1
341,442,104,0,1
0,484,281,5,1
18,299,139,7,1
336,662,268,7,1
0,644,255,7,1
27,584,317,9,1
294,705,276,2,1
0,620,245,2,1
0,568,295,77,1
346,612,286,9,1
275,667,256,2,1
192,566,266,21,1
91,521,231,107,1
0,671,300,3,1
0,681,265,11,1
255,566,283,92,1
0,579,295,116,1
0,642,248,7,1
0,718,288,8,1
252,568,290,88,1
0,713,274,1,1
0,733,298,9,1
0,484,285,6,1
53,570,264,17,1
213,493,227,77,1
0,670,290,10,1
371,753,279,8,1
52,571,270,21,1
369,716,271,9,1
0,706,310,3,1
47,580,303,134,1
357,735,270,7,1
61,557,269,186,1
0,600,255,11,1
399,747,298,4,1
0,614,330,8,1
0,632,337,10,1
305,504,300,7,1
0,730,328,6,1
310,502,292,5,1
0,483,216,83,1
79,740,279,16,0
369,723,289,10,1
253,331,54,0,1
0,640,251,7,1
37,546,284,98,1
359,633,255,4,1
0,472,298,12,1
0,684,286,26,1
368,611,329,8,1
223,522,246,157,1
0,567,233,8,1
196,541,264,68,1
0,589,308,21,0
385,738,290,8,1
0,879,510,127,0
270,616,247,1,1
336,653,260,7,1
0,543,268,21,1
17,583,295,72,1
0,544,297,8,1
0,641,257,7,1
0,656,253,7,1
0,426,99,0,1
0,523,275,5,1
0,715,270,1,1
262,576,296,138,1
0,729,285,4,1
319,639,296,7,1
365,701,272,9,1
338,649,258,7,1
0,564,261,11,1
0,533,266,68,1
254,624,258,3,1
55,564,263,18,1
265,589,287,178,1
0,245,122,4,1
0,449,103,0,1
0,690,269,8,1
0,664,352,12,1
339,599,250,11,1
37,564,276,37,1
0,597,267,8,1
0,578,268,5,1
193,569,263,44,1
361,645,277,10,1
0,582,298,171,1
158,477,212,79,1
0,705,311,9,1
53,617,324,24,1
0,175,118,3,1
327,522,298,6,1
0,172,112,3,1
90,515,226,107,1
364,650,280,10,1
336,661,269,7,1
387,728,324,6,1
0,512,222,89,1
0,575,272,16,1
0,704,264,11,1
0,553,276,2,1
317,517,301,8,1
0,598,286,7,1
0,591,342,11,1
0,657,261,7,1
0,444,105,0,1
358,682,270,7,1
0,697,271,7,1
0,695,288,10,1
0,498,304,27,1
265,574,280,186,1
0,599,285,7,1
35,584,293,59,1
257,621,257,3,1
0,637,363,17,1
387,707,320,6,1
0,515,305,5,1
0,505,285,52,0
0,676,302,3,1
340,705,266,1,1
0,721,308,9,1
0,590,297,172,1
0,662,267,7,1
2,773,387,70,0
383,712,291,8,1
0,611,236,9,1
336,659,266,7,1
120,440,199,90,1
0,693,273,7,1
39,537,261,6,1
0,569,296,85,1
0,626,290,10,1
0,589,274,32,1
348,640,249,8,1
32,486,226,7,0
0,719,282,4,1
1,547,298,8,1
298,552,238,8,1
303,688,272,1,1
0,610,239,1,1
387,724,294,8,1
202,488,232,93,1
319,418,94,0,1
187,520,256,62,1
313,513,300,8,1
388,722,326,7,1
0,694,326,7,1
254,567,283,90,1
318,596,235,9,1
18,566,304,8,1
393,701,265,11,1
0,507,300,5,1
363,463,108,0,1
0,703,271,11,1
0,521,320,15,0
416,667,357,13,1
0,566,263,11,1
358,601,275,2,1
0,631,254,3,1
184,524,257,60,1
0,673,362,12,1
0,670,268,4,1
0,492,205,96,1
39,557,237,15,0
354,703,292,10,1
330,579,273,13,1
0,691,276,8,1
365,615,274,2,1
0,530,252,46,1
0,743,298,4,1
0,583,314,9,1
0,753,296,8,1
0,711,279,11,1
0,581,260,12,1
0,582,290,182,1
200,585,270,43,1
0,484,279,5,1
0,650,263,6,1
199,258,115,2,1
0,810,446,106,1
0,385,174,10,1
277,653,258,2,1
304,560,233,10,1
0,186,114,2,1
302,487,290,5,1
356,694,276,8,1
0,595,321,8,1
16,535,300,8,1
0,658,280,11,1
388,729,301,9,1
0,575,327,13,1
352,617,286,9,1
291,482,283,6,1
0,598,291,7,1
0,590,331,29,1
362,710,317,8,1
0,616,321,79,1
0,600,259,11,1
0,640,254,7,1
326,570,277,13,1
0,627,338,9,1
0,540,258,160,1
0,663,270,7,1
0,677,285,11,1
0,541,264,53,1
250,304,90,0,1
0,646,254,7,1
0,476,287,32,1
0,519,255,62,1
70,637,350,40,1
336,596,249,11,1
43,354,167,7,1
367,604,276,2,1
0,708,264,11,1
316,593,234,9,1
0,456,105,0,1
0,1042,425,162,1
0,461,225,10,1
0,573,294,141,1
368,648,264,4,1
356,641,254,7,1
194,513,221,90,1
375,698,277,7,1
0,580,257,9,1
0,524,248,159,1
0,640,252,3,1
0,595,303,9,1
0,544,334,27,0
0,606,253,3,1
0,710,308,4,1
0,554,263,10,1
233,310,111,0,1
325,424,92,0,1
353,611,275,11,1
0,425,98,0,1
0,598,277,2,1
0,653,264,6,1
405,661,346,11,1
52,540,331,28,0
0,302,119,2,1
116,310,153,7,1
259,576,295,117,1
0,720,288,8,1
0,526,319,16,1
345,587,276,2,1
122,595,287,43,1
0,545,260,25,1
382,699,273,7,1
0,690,273,7,1
379,724,296,9,1
48,565,265,20,0
376,662,258,10,1
0,574,296,141,1
0,326,102,0,1
373,726,304,9,1
109,414,177,94,1
0,679,268,7,1
0,637,340,9,0
0,226,119,2,1
0,518,289,42,1
50,586,303,163,1
0,423,190,91,1
0,553,267,187,1
0,399,126,0,1
363,710,272,8,1
339,621,242,10,1
0,676,303,3,1
262,591,299,158,1
0,605,315,25,1
246,322,124,2,1
62,581,280,185,1
342,599,294,7,1
0,725,268,7,1
0,510,224,88,1
0,661,289,2,1
352,604,340,12,1
0,443,102,0,1
0,694,279,1,1
386,713,324,7,1
0,644,279,10,1
0,672,298,3,1
0,446,99,0,1
0,704,320,6,1
175,585,255,10,1
0,670,288,10,1
0,497,295,10,0
361,685,272,7,1
1,486,298,6,1
0,514,299,8,1
0,716,320,6,1
353,610,279,11,1
363,642,282,10,1
0,220,120,2,1
0,595,276,2,1
0,486,290,6,1
111,277,129,5,1
0,668,267,4,1
0,562,303,8,1
0,652,259,7,1
381,624,332,9,1
0,576,271,13,1
72,699,282,12,1
0,433,197,91,1
356,639,280,10,1
191,582,274,33,1
0,580,301,134,1
0,511,219,93,1
0,531,305,7,1
0,433,196,91,1
0,710,309,4,1
0,488,298,6,1
320,515,287,6,1
0,611,345,34,1
0,755,285,8,1
0,642,357,25,1
0,596,264,4,1
3,497,298,7,1
316,559,269,11,1
0,611,253,3,1
8,708,277,4,1
18,299,138,7,1
393,729,286,4,1
0,503,294,5,1
0,550,269,6,1
0,588,299,168,1
406,662,351,12,1
0,605,325,8,1
0,601,342,11,1
0,688,330,25,1
0,507,233,101,1
255,568,285,90,1
0,573,295,77,1
0,674,313,10,1
214,571,261,7,1
0,739,291,4,1
0,641,251,8,1
239,597,266,4,1
199,542,263,69,1
60,565,335,28,0
305,504,299,7,1
0,609,279,11,1
0,560,253,11,1
0,588,233,9,1
0,597,236,1,1
390,732,325,6,1
70,714,270,11,1
0,518,285,6,1
367,632,279,1,1
0,554,284,3,1
0,654,285,26,1
181,518,254,58,1
0,693,275,8,1
0,638,242,7,1
0,723,296,9,1
385,628,335,9,1
0,172,105,2,1
0,440,110,0,1
232,315,68,0,1
201,587,270,44,1
52,633,301,29,0
345,424,98,0,1
362,599,303,9,1
7,714,286,8,1
0,643,275,10,1
0,507,299,8,1
256,586,296,71,1
267,594,302,176,1
0,348,106,0,1
0,648,260,6,1
0,574,274,13,1
0,476,215,85,1
323,525,302,8,1
0,640,281,10,1
0,588,290,177,1
109,184,114,2,1
253,331,52,0,1
371,724,302,9,1
308,381,121,0,1
0,588,300,160,1
61,557,270,186,1
0,543,257,58,1
370,615,325,8,1
374,701,270,7,1
0,542,260,45,1
0,398,121,0,1
0,771,435,81,1
0,499,221,79,1
47,580,306,134,1
47,580,305,134,1
0,640,253,3,1
0,642,254,6,1
0,167,105,1,1
85,168,106,1,1
0,487,289,5,1
19,597,315,22,0
0,643,257,8,1
0,510,233,124,1
11,490,281,47,1
0,557,260,25,1
0,706,269,11,1
0,721,293,8,1
316,567,258,11,1
333,593,281,14,1
0,697,274,2,1
334,612,238,9,1
343,548,299,8,1
351,586,273,2,1
34,585,290,55,1
0,519,256,62,1
0,594,295,177,1
0,657,264,4,1
0,535,303,6,1
386,674,263,11,1
0,534,277,3,1
358,592,320,8,1
33,596,291,61,1
62,602,319,24,1
319,546,319,13,1
0,437,38,0,1
0,574,273,13,1
55,590,257,10,1
40,538,263,6,1
311,669,302,10,1
0,573,305,8,1
0,562,264,17,1
0,627,268,16,1
0,171,105,1,1
0,591,294,177,1
0,476,211,76,1
384,720,281,4,1
0,599,290,7,1
0,582,300,9,1
217,510,234,124,0
0,936,411,128,0
0,509,301,5,0
0,437,20,0,1
13,706,316,6,1
0,688,272,1,1
278,680,270,2,1
0,598,273,2,1
0,581,272,13,1
42,540,256,45,1
0,549,262,17,1
334,594,248,11,1
49,591,302,168,1
0,512,313,15,1
63,183,113,2,1
386,718,328,7,1
378,722,298,9,1
0,569,295,16,0
0,602,277,2,1
377,691,266,4,1
0,709,279,10,1
203,576,274,15,1
0,481,212,75,1
0,681,259,8,0
47,580,302,134,1
239,316,110,0,1
0,884,324,71,1
22,495,229,7,1
0,491,287,6,1
0,564,317,41,1
0,463,107,0,1
47,627,248,1,1
368,648,277,10,1
342,565,301,9,1
0,505,295,7,1
0,522,321,15,1
0,723,279,11,1
380,714,285,7,1
185,551,261,25,1
358,636,284,10,1
106,417,174,48,1
389,756,294,8,1
0,708,287,8,1
214,569,262,7,1
0,716,319,6,1
0,257,117,2,1
96,257,122,4,1
0,595,270,8,0
379,661,288,2,1
0,597,250,11,1
256,564,276,186,1
0,638,364,17,1
0,658,330,12,1
0,539,260,6,1
330,537,308,7,1
58,493,229,77,1
31,338,161,7,1
0,639,257,6,1
365,688,274,7,1
0,245,81,0,1
391,690,272,11,1
245,323,62,0,1
0,625,250,7,1
384,720,281,4,1
0,601,289,43,1
0,174,104,2,1
0,571,305,8,1
218,264,87,0,1
268,586,298,150,1
0,650,257,7,1
0,536,280,3,1
91,678,260,2,1
0,562,279,2,1
0,674,300,3,1
0,504,295,12,1
340,661,265,7,1
61,594,277,43,1
5,483,283,5,1
0,658,291,2,1
338,661,267,7,1
0,610,275,23,1
417,725,282,11,1
0,195,122,2,1
0,649,277,10,1
0,695,328,23,0
343,614,303,6,1
0,455,208,90,1
316,678,311,10,1
0,580,257,9,1
340,662,266,7,1
364,639,282,2,1
0,1035,421,78,0
371,755,281,8,1
18,569,304,8,1
0,437,18,0,1
0,629,291,10,1
377,705,276,4,1
0,569,263,10,1
356,679,267,7,1
405,661,350,12,1
0,648,263,6,1
0,617,253,8,1
0,685,276,7,1
0,592,303,9,1
400,653,347,11,1
380,669,259,9,1
0,437,41,0,1
0,583,269,18,1
344,649,260,7,1
0,639,249,7,1
329,565,266,10,1
373,718,295,10,1
0,602,301,7,1
55,655,322,33,1
0,476,229,8,0
0,600,277,2,1
0,587,331,10,1
73,693,276,7,1
0,694,275,7,1
0,497,226,77,1
0,654,254,7,1
0,606,252,3,1
387,757,296,8,1
0,560,264,10,1
8,667,356,12,1
0,574,295,87,1
61,594,279,43,1
12,619,350,13,1
376,691,267,4,1
0,705,269,7,1
339,610,305,7,1
0,543,262,70,1
368,709,272,9,1
0,580,284,185,1
0,707,265,11,1
0,700,292,10,1
0,450,275,40,1
0,768,291,8,1
345,587,276,2,1
361,599,243,1,1
385,719,287,8,1
0,717,292,10,1
414,710,281,11,1
0,437,33,0,1
0,747,299,4,1
0,606,253,3,1
0,543,260,68,1
66,382,175,10,1
0,604,335,16,0
0,646,276,10,1
73,392,176,10,1
0,708,276,12,1
0,372,168,9,1
0,826,397,81,1
107,181,112,2,1
30,590,288,52,1
365,688,275,7,1
0,263,123,4,1
0,484,213,75,1
0,451,205,90,1
371,718,268,8,1
0,532,251,162,1
0,620,246,2,1
0,196,124,2,1
378,663,275,9,1
335,530,300,6,1
0,583,284,185,1
0,719,291,8,1
348,671,275,7,1
0,703,264,11,1
0,715,269,8,1
326,545,275,3,1
314,511,303,5,1
0,561,267,73,1
223,524,249,162,1
201,587,271,44,1
0,675,262,8,1
385,628,339,9,1
0,522,243,157,1
192,511,220,90,1
337,656,261,7,1
0,234,118,3,1
275,675,258,2,1
0,524,321,16,1
317,521,276,5,1
355,729,273,6,1
0,604,275,2,1
0,600,272,2,1
75,501,231,98,1
364,632,280,10,1
0,595,279,2,1
308,656,298,9,1
13,567,294,75,1
381,729,300,9,1
0,696,315,8,1
0,650,305,9,1
0,633,250,8,1
0,697,274,11,1
363,633,279,10,1
64,519,256,60,1
0,671,309,10,1
349,428,99,0,1
0,1214,499,180,0
0,647,265,4,1
352,675,264,7,1
260,574,295,141,1
0,182,112,2,1
352,581,317,9,1
70,705,263,11,1
0,430,111,0,1
0,493,234,93,1
385,743,289,8,1
0,675,274,11,1
50,591,306,167,1
22,726,326,6,1
0,558,265,10,1
0,544,262,58,1
308,381,119,0,1
368,607,275,2,1
360,634,257,4,1
0,675,297,10,1
348,671,274,7,1
0,569,287,90,1
335,662,265,7,1
0,562,278,32,1
0,376,177,9,1
165,477,210,77,1
394,644,344,11,1
0,380,174,10,1
223,522,249,164,1
361,637,245,7,1
0,284,114,2,1
210,494,226,126,1
61,594,278,43,1
0,372,169,9,1
38,548,323,32,1
373,698,276,7,1
254,588,291,62,1
70,613,347,34,1
0,541,304,6,1
0,646,325,33,1
0,532,256,58,1
362,639,281,2,1
0,681,324,20,0
0,324,117,0,1
0,663,310,18,1
0,614,306,6,1
0,604,338,17,1
318,568,257,11,1
308,622,291,7,1
0,597,252,2,1
0,1032,422,79,1
239,545,262,171,1
0,623,293,14,1
349,722,272,1,1
88,398,174,11,1
0,638,355,16,1
338,644,256,6,1
0,729,327,6,1
0,725,297,8,1
0,551,278,4,1
0,634,279,2,1
0,1068,463,95,1
8,1011,382,68,0
0,533,252,162,1
0,715,287,7,1
0,626,249,1,1
55,536,261,68,1
0,507,295,6,1
349,624,292,14,1
233,537,255,162,1
0,726,288,10,1
0,199,122,2,1
344,598,264,11,1
34,526,255,5,1
341,612,303,6,1
0,713,275,8,1
58,539,263,68,1
0,550,263,165,1
0,617,289,9,1
351,723,273,1,1
0,688,393,76,0
0,449,202,90,1
0,428,14,0,1
0,372,175,9,1
0,671,257,2,1
0,633,258,4,1
0,494,215,96,1
0,614,284,26,1
0,633,280,2,1
0,614,340,17,1
0,595,283,7,1
364,603,242,2,1
351,634,253,8,1
0,404,128,0,1
0,670,275,11,1
413,721,281,11,1
0,639,251,8,0
342,596,261,11,1
0,718,292,8,1
0,662,266,7,1
70,654,272,12,1
0,658,334,21,1
223,553,270,6,1
0,611,283,9,1
371,616,248,2,1
0,624,250,7,1
334,657,263,7,1
336,657,261,7,1
0,426,112,0,1
0,720,286,8,0
0,545,281,14,1
311,669,303,10,1
0,167,99,2,1
0,606,252,1,1
351,620,304,7,1
399,746,298,4,1
0,672,274,9,1
0,545,267,23,1
47,586,295,150,1
196,592,285,43,1
331,536,306,7,1
0,531,306,6,1
203,576,270,15,1
235,318,69,0,1
0,584,251,8,1
323,675,286,11,1
0,772,386,69,0
0,517,281,5,0
0,170,108,3,1
0,682,396,78,1
382,636,250,3,1
0,487,297,6,1
0,580,257,12,1
0,567,261,7,1
0,713,317,6,1
346,639,248,7,1
0,701,318,6,1
0,663,273,11,1
0,617,273,2,1
345,424,97,0,1
337,699,266,1,1
86,539,260,53,1
0,758,297,8,1
0,504,297,7,1
146,466,209,83,1
362,640,262,4,1
0,568,324,30,1
91,678,265,2,1
0,611,303,7,1
0,536,305,7,1
0,626,251,7,1
0,524,233,102,1
0,657,292,2,1
0,536,253,25,1
0,196,123,2,1
0,555,279,5,1
0,548,277,3,1
0,549,280,3,1
346,433,125,0,1
165,477,209,69,1
365,597,237,1,1
376,670,270,4,1
359,577,302,8,1
344,430,124,0,1
129,378,169,10,1
31,338,160,7,1
365,633,282,10,1
0,593,254,11,1
0,695,268,7,1
0,707,281,7,1
0,611,303,7,1
389,676,295,3,1
0,646,328,12,1
0,650,253,2,1
0,743,297,4,1
0,540,258,45,1
318,637,294,7,1
387,728,300,9,1
0,654,262,7,1
0,627,247,8,1
0,502,293,5,1
0,303,122,2,1
204,489,233,93,1
53,644,317,31,0
115,529,251,25,1
231,582,264,4,1
0,425,97,0,1
0,643,338,32,1
0,191,116,2,1
0,391,172,10,1
0,723,285,9,1
0,634,293,43,1
0,693,276,11,1
0,546,262,57,1
0,1200,496,180,1
0,645,264,4,1
48,509,243,11,1
254,567,282,90,1
222,543,264,16,1
0,547,262,167,1
383,669,276,9,1
366,690,270,8,1
0,689,278,1,1
0,561,321,13,1
390,733,326,6,1
20,598,316,23,0
0,531,254,10,0
0,582,302,8,1
0,568,302,8,1
199,541,262,69,1
301,554,232,9,1
0,449,97,0,1
0,853,399,75,1
0,516,227,107,1
0,701,271,8,1
0,593,302,156,1
0,661,348,12,1
0,663,311,18,1
0,594,269,8,1
0,537,255,46,1
392,735,304,9,1
0,571,272,17,0
341,612,334,17,1
0,513,286,5,1
0,625,249,7,1
0,541,258,160,1
0,800,387,108,0
57,162,102,1,1
55,588,277,42,1
50,564,264,15,1
201,592,273,43,1
0,369,115,0,1
0,724,298,9,1
374,719,294,10,1
73,619,348,39,1
0,180,111,2,1
363,704,268,8,1
0,609,285,7,1
257,567,293,76,1
0,395,125,0,1
339,432,100,0,1
0,724,314,9,1
0,665,255,9,1
62,581,281,185,1
0,597,247,1,1
55,494,224,79,1
0,683,267,4,1
233,568,337,28,1
336,619,322,25,1
91,678,266,2,1
169,203,114,3,1
0,585,252,8,1
0,500,299,7,1
309,425,8,0,1
197,538,266,68,1
0,705,269,1,1
0,551,280,3,1
43,354,168,7,1
44,626,309,19,0
0,486,299,6,1
0,579,313,8,1
0,676,293,10,1
323,572,326,13,1
394,702,269,11,1
0,601,239,1,1
0,380,175,9,1
2,638,258,6,1
0,649,285,10,1
379,713,286,7,1
0,603,273,22,0
0,536,258,6,1
357,635,285,10,1
369,722,306,9,1
0,593,301,177,1
0,565,324,13,1
0,664,356,12,1
0,550,277,2,1
0,657,263,6,1
363,688,321,8,1
0,655,345,23,1
31,585,315,8,1
407,710,309,4,1
0,581,308,134,1
61,594,280,43,1
0,172,111,3,1
47,627,249,1,1
0,619,249,8,1
0,601,303,18,0
252,330,51,0,1
0,605,342,35,1
205,246,84,0,1
88,232,119,2,1
0,601,277,2,1
0,196,123,2,1
317,560,267,11,1
405,714,269,11,1
0,609,276,23,0
0,562,234,8,1
0,245,82,0,1
0,715,289,9,1
205,518,228,107,1
0,626,250,7,0
0,430,112,0,1
386,677,269,4,1
0,833,460,108,1
350,582,301,9,1
364,603,240,2,1
0,608,286,7,1
0,178,116,3,1
43,355,169,7,1
0,636,291,9,1
0,629,279,2,1
0,549,285,98,1
359,600,283,2,1
0,679,285,10,1
314,511,284,6,1
0,629,279,10,1
260,344,73,0,1
0,518,253,58,1
0,376,115,0,1
368,704,326,7,1
381,733,284,8,1
0,638,358,23,1
0,711,278,4,1
267,583,296,146,1
365,705,316,8,1
251,322,124,2,1
357,597,247,1,1
363,626,257,3,1
0,467,209,84,1
371,713,289,9,1
0,588,337,13,1
0,639,253,7,1
0,496,231,77,1
0,730,291,6,1
42,352,164,7,1
250,327,115,0,1
13,282,135,5,1
266,591,289,177,1
0,437,26,0,1
0,515,299,12,1
192,544,261,58,1
0,703,320,6,1
0,483,283,5,1
217,557,264,72,1
0,418,3,0,1
271,580,283,185,1
57,645,323,33,1
0,755,284,8,1
113,588,273,43,1
0,705,271,1,1
288,355,108,0,1
59,565,337,27,0
0,629,252,7,1
360,636,259,4,1
0,312,118,2,1
0,532,255,5,0
0,713,289,8,1
371,724,301,9,1
364,646,275,10,1
372,649,276,9,1
0,728,272,1,1
0,616,287,9,1
0,170,105,1,1
0,630,308,19,0
375,697,270,4,1
372,725,303,9,1
0,431,192,91,1
0,557,301,8,1
47,550,269,6,1
340,606,302,7,1
0,574,258,12,1
356,699,268,8,1
0,704,309,3,1
0,645,249,7,1
0,589,250,11,1
0,687,277,7,1
0,647,363,18,1
226,305,65,0,1
0,176,114,3,1
0,460,206,84,1
7,724,313,9,1
361,634,295,10,1
261,575,296,140,1
393,701,264,11,1
0,701,268,11,1
187,502,219,96,1
0,566,288,90,1
219,540,264,16,1
0,595,302,176,1
375,705,268,7,1
0,490,227,7,1
0,608,304,7,0
199,580,267,44,1
284,625,319,11,1
383,705,279,7,1
0,576,260,12,1
0,694,274,11,1
367,617,275,2,1
0,634,257,4,1
0,179,118,3,1
347,645,285,10,1
353,583,318,9,1
0,689,269,8,1
0,722,291,10,1
389,725,327,7,1
0,698,271,8,1
0,579,262,11,1
0,732,281,8,1
0,534,299,8,1
0,643,262,3,0
0,598,274,2,1
357,638,280,10,1
0,620,255,3,1
183,546,265,51,1
0,437,37,0,1
0,544,259,58,1
66,598,343,29,1
0,511,218,94,1
2,598,288,7,1
209,522,231,104,1
12,281,134,5,1
0,567,258,7,1
389,672,298,3,1
0,566,305,8,1
0,628,335,9,1
321,570,323,13,0
298,648,306,9,1
40,569,293,82,1
0,505,296,8,1
383,712,290,8,1
0,661,275,11,1
0,841,408,127,0
0,597,275,2,1
321,426,113,0,1
54,548,333,26,0
181,530,253,46,1
0,662,257,10,1
258,589,292,59,1
0,494,213,96,1
0,301,144,7,1
207,505,229,94,1
0,647,340,16,1
212,569,265,5,1
304,377,113,0,1
0,602,278,11,1
0,483,277,77,1
0,536,278,5,1
0,659,316,19,0
0,1304,484,133,0
0,753,280,8,1
0,161,98,1,1
0,525,257,58,1
0,642,259,4,1
0,653,255,2,1
0,640,283,2,1
0,640,281,10,1
0,500,286,6,1
0,678,263,8,1
350,685,273,8,1
0,687,275,1,1
357,681,268,7,1
370,659,290,2,1
0,674,291,10,1
0,598,266,11,1
297,364,109,0,1
0,625,321,25,1
334,559,283,4,1
0,235,119,3,1
0,545,319,13,1
367,646,262,4,1
0,584,304,130,1
0,682,272,1,1
0,639,252,8,0
0,470,214,86,1
192,541,257,58,1
388,725,293,8,1
358,601,322,8,1
0,171,113,3,1
361,709,315,8,1
0,466,111,0,1
0,567,255,11,1
49,590,304,167,1
311,669,304,10,1
382,714,288,8,1
0,625,256,3,1
86,539,261,53,1
0,168,109,3,1
389,654,267,3,1
344,444,106,0,1
355,651,275,10,1
0,655,327,12,1
0,538,306,7,1
0,297,122,2,1
348,599,270,11,1
0,544,266,22,1
309,425,11,0,1
0,592,304,176,1
0,641,282,10,1
0,363,171,9,1
329,524,304,7,1
0,869,325,69,0
0,584,301,138,1
0,670,287,10,1
0,573,279,2,1
0,724,296,9,1
370,723,288,10,1
0,444,102,0,1
0,521,223,89,1
0,522,278,5,1
343,597,262,11,1
0,715,286,9,1
0,172,100,2,1
40,539,264,6,1
0,560,294,113,1
0,1186,523,183,0
0,575,297,82,1
0,437,32,0,1
0,621,246,1,1
62,601,314,24,0
0,700,316,6,1
399,675,298,3,1
324,535,279,3,1
0,547,263,168,1
0,552,262,25,1
0,437,31,0,1
0,674,298,3,1
0,706,319,6,1
0,576,272,13,1
0,626,249,7,1
0,636,362,17,1
380,693,267,4,1
0,795,325,89,1
255,344,108,0,1
0,725,303,9,1
2,732,288,6,1
354,728,272,6,1
0,595,298,177,1
0,618,272,2,1
0,698,273,7,1
0,515,300,8,1
0,549,265,187,1
0,610,327,8,1
0,696,273,7,1
200,567,266,15,1
173,481,208,102,1
0,705,309,3,1
45,564,269,20,1
254,584,295,71,1
358,630,285,10,1
213,497,226,86,1
0,497,230,130,1
405,715,271,11,1
0,543,273,3,1
0,595,237,1,1
321,675,284,11,1
0,692,323,7,1
389,756,295,8,1
28,580,334,14,1
18,299,142,7,1
0,501,291,10,1
332,622,321,23,0
405,661,349,12,1
0,302,120,2,1
355,639,282,10,1
372,693,277,7,1
352,675,264,7,1
212,569,264,5,1
0,568,287,88,1
63,603,321,24,1
0,644,255,7,1
0,699,275,11,1
212,516,236,102,1
46,693,365,13,1
325,645,258,6,1
271,326,101,0,1
0,515,223,89,1
0,422,96,0,1
0,583,284,182,1
50,584,304,163,1
0,673,307,10,1
187,520,257,62,1
354,626,290,15,1
363,746,275,7,1
0,497,230,75,1
0,598,272,2,1
346,635,248,9,1
391,735,328,7,1
369,713,272,9,1
6,698,269,4,1
278,682,272,2,1
410,707,277,11,1
0,712,306,4,1
0,508,299,5,1
0,604,278,2,1
378,672,272,4,1
0,642,251,7,1
0,707,273,9,1
0,640,330,12,1
372,617,249,2,1
387,716,287,7,1
0,663,326,11,1
0,531,307,6,1
0,714,270,8,0
362,685,317,8,1
346,614,285,9,1
369,722,307,9,1
0,661,269,7,1
53,163,97,2,1
0,277,133,5,1
0,709,318,8,1
0,696,268,11,1
0,676,287,10,1
0,324,118,0,1
0,673,309,10,1
0,573,278,2,1
0,707,265,11,1
0,674,283,11,1
318,515,283,6,1
324,565,266,10,1
0,568,262,10,1
395,705,262,11,1
0,640,264,10,1
0,689,272,1,1
0,730,322,6,1
373,714,290,9,1
0,551,278,4,1
0,568,266,25,1
347,639,252,8,1
345,588,275,2,1
0,526,234,105,1
0,580,259,12,1
307,645,292,9,1
0,184,112,2,1
0,547,284,5,1
13,713,316,4,1
330,548,281,3,1
0,594,301,176,1
0,714,285,7,1
0,623,277,7,1
348,427,96,0,1
0,607,240,1,1
0,561,275,187,1
303,683,275,1,1
0,664,272,8,1
323,566,266,10,1
0,674,295,10,1
0,706,307,4,1
371,697,270,7,1
0,593,274,43,1
0,359,172,8,1
55,494,225,79,1
0,705,305,4,1
0,603,250,2,1
0,573,295,82,1
0,469,213,86,1
323,587,342,13,1
0,240,118,3,1
0,541,306,6,1
0,168,105,1,1
0,706,263,11,1
363,693,325,7,1
0,582,286,182,1
416,712,282,11,1
0,230,119,3,1
0,426,188,91,1
322,625,277,7,1
354,630,360,19,1
319,535,276,3,1
0,612,288,7,1
251,340,108,0,1
344,646,254,7,1
163,478,210,72,1
297,647,305,9,1
0,370,174,9,1
368,708,271,9,1
0,631,250,7,1
0,649,258,7,1
0,678,286,10,1
0,628,257,3,1
316,678,313,10,1
0,546,268,6,1
0,528,253,57,1
389,672,299,3,1
317,637,259,6,1
216,531,256,9,1
353,625,292,15,1
0,661,273,11,1
299,543,311,12,1
0,609,341,12,1
0,577,256,12,1
0,594,299,177,1
0,687,319,8,1
69,654,272,11,1
0,635,278,2,1
0,501,218,96,1
0,706,266,11,1
0,556,323,30,0
46,595,260,20,0
269,595,303,176,1
0,541,266,68,1
308,657,296,9,1
0,568,273,44,1
0,757,297,8,1
22,309,151,7,1
369,657,258,9,1
361,636,246,7,1
0,638,292,10,1
0,553,231,8,1
0,646,254,7,1
121,167,106,3,1
0,423,97,0,1
0,495,212,96,1
0,694,320,7,1
0,901,318,72,1
0,542,279,15,1
432,694,364,13,1
0,677,312,10,1
360,594,321,8,1
0,588,300,168,1
382,758,298,8,1
200,612,294,42,1
0,533,304,6,1
365,633,281,10,1
328,408,130,0,1
314,387,123,0,1
0,565,264,25,1
0,853,398,75,0
0,575,258,9,1
0,551,268,5,1
341,617,343,17,1
0,557,281,4,1
350,654,281,10,1
199,567,265,16,1
0,631,247,7,1
387,707,321,6,1
0,674,310,10,1
9,605,314,25,1
0,299,137,7,1
43,543,266,6,1
0,488,238,13,1
0,629,254,7,1
250,327,116,0,1
102,165,108,2,1
0,544,261,172,1
0,660,287,2,1
9,944,521,130,0
255,585,343,28,0
0,572,279,186,1
