@relation 'camel-weka.filters.unsupervised.attribute.Remove-V-R2,3,6,7,last'

@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {1,7,14,30,90,180,365,1000}

@data
0,646,331,12,30
364,649,266,4,180
0,566,266,10,30
299,649,304,9,365
413,720,281,11,365
0,493,225,126,7
0,653,256,2,180
0,174,116,3,1000
0,696,269,7,365
0,703,268,7,365
0,612,304,7,365
0,534,265,68,1000
0,731,329,6,365
0,531,295,46,30
372,712,287,9,365
0,628,356,19,180
326,431,116,0,365
378,723,295,9,365
0,640,280,10,1000
381,769,292,8,365
323,560,267,10,1000
0,580,302,8,365
0,614,286,9,1000
345,632,244,9,365
0,531,258,26,365
289,531,304,12,180
0,734,289,4,180
311,669,301,10,365
0,437,24,0,365
14,633,325,12,7
0,716,327,7,365
0,492,211,96,14
341,442,104,0,365
0,484,281,5,180
18,299,139,7,180
336,662,268,7,365
0,644,255,7,365
27,584,317,9,365
294,705,276,2,180
0,620,245,2,180
0,568,295,77,180
346,612,286,9,365
275,667,256,2,180
192,566,266,21,365
91,521,231,107,30
0,671,300,3,365
0,681,265,11,365
255,566,283,92,90
0,579,295,116,180
0,642,248,7,7
0,718,288,8,365
252,568,290,88,365
0,713,274,1,180
0,733,298,9,365
0,484,285,6,365
53,570,264,17,365
213,493,227,77,7
0,670,290,10,365
371,753,279,8,365
52,571,270,21,90
369,716,271,9,365
0,706,310,3,365
47,580,303,134,1000
357,735,270,7,365
61,557,269,186,365
0,600,255,11,1000
399,747,298,4,180
0,614,330,8,7
0,632,337,10,365
305,504,300,7,365
0,730,328,6,365
310,502,292,5,180
0,483,216,83,7
79,740,279,16,1
369,723,289,10,180
253,331,54,0,365
0,640,251,7,365
37,546,284,98,180
359,633,255,4,180
0,472,298,12,180
0,684,286,26,7
368,611,329,8,365
223,522,246,157,180
0,567,233,8,1000
196,541,264,68,365
0,589,308,21,1
385,738,290,8,365
0,879,510,127,1
270,616,247,1,180
336,653,260,7,365
0,543,268,21,7
17,583,295,72,180
0,544,297,8,365
0,641,257,7,365
0,656,253,7,365
0,426,99,0,365
0,523,275,5,180
0,715,270,1,365
262,576,296,138,90
0,729,285,4,180
319,639,296,7,1000
365,701,272,9,365
338,649,258,7,365
0,564,261,11,1000
0,533,266,68,365
254,624,258,3,180
55,564,263,18,365
265,589,287,178,90
0,245,122,4,90
0,449,103,0,365
0,690,269,8,365
0,664,352,12,365
339,599,250,11,1000
37,564,276,37,1000
0,597,267,8,1000
0,578,268,5,365
193,569,263,44,365
361,645,277,10,1000
0,582,298,171,365
158,477,212,79,180
0,705,311,9,365
53,617,324,24,7
0,175,118,3,180
327,522,298,6,180
0,172,112,3,1000
90,515,226,107,30
364,650,280,10,1000
336,661,269,7,365
387,728,324,6,365
0,512,222,89,30
0,575,272,16,7
0,704,264,11,365
0,553,276,2,180
317,517,301,8,365
0,598,286,7,365
0,591,342,11,365
0,657,261,7,365
0,444,105,0,365
358,682,270,7,365
0,697,271,7,365
0,695,288,10,1000
0,498,304,27,7
265,574,280,186,90
0,599,285,7,365
35,584,293,59,180
257,621,257,3,180
0,637,363,17,180
387,707,320,6,365
0,515,305,5,180
0,505,285,52,1
0,676,302,3,365
340,705,266,1,180
0,721,308,9,365
0,590,297,172,365
0,662,267,7,365
2,773,387,70,1
383,712,291,8,365
0,611,236,9,365
336,659,266,7,365
120,440,199,90,30
0,693,273,7,365
39,537,261,6,1000
0,569,296,85,180
0,626,290,10,365
0,589,274,32,365
348,640,249,8,365
32,486,226,7,1
0,719,282,4,365
1,547,298,8,365
298,552,238,8,365
303,688,272,1,180
0,610,239,1,7
387,724,294,8,365
202,488,232,93,7
319,418,94,0,365
187,520,256,62,1000
313,513,300,8,365
388,722,326,7,365
0,694,326,7,365
254,567,283,90,1000
318,596,235,9,365
18,566,304,8,365
393,701,265,11,365
0,507,300,5,180
363,463,108,0,365
0,703,271,11,365
0,521,320,15,1
416,667,357,13,365
0,566,263,11,1000
358,601,275,2,365
0,631,254,3,180
184,524,257,60,365
0,673,362,12,365
0,670,268,4,365
0,492,205,96,14
39,557,237,15,1
354,703,292,10,1000
330,579,273,13,1000
0,691,276,8,365
365,615,274,2,365
0,530,252,46,365
0,743,298,4,180
0,583,314,9,365
0,753,296,8,1000
0,711,279,11,90
0,581,260,12,1000
0,582,290,182,365
200,585,270,43,365
0,484,279,5,180
0,650,263,6,7
199,258,115,2,180
0,810,446,106,30
0,385,174,10,1000
277,653,258,2,180
304,560,233,10,365
0,186,114,2,90
302,487,290,5,180
356,694,276,8,365
0,595,321,8,30
16,535,300,8,365
0,658,280,11,365
388,729,301,9,365
0,575,327,13,7
352,617,286,9,365
291,482,283,6,365
0,598,291,7,14
0,590,331,29,1000
362,710,317,8,365
0,616,321,79,90
0,600,259,11,1000
0,640,254,7,365
326,570,277,13,365
0,627,338,9,365
0,540,258,160,7
0,663,270,7,365
0,677,285,11,365
0,541,264,53,365
250,304,90,0,365
0,646,254,7,365
0,476,287,32,14
0,519,255,62,365
70,637,350,40,180
336,596,249,11,1000
43,354,167,7,1000
367,604,276,2,365
0,708,264,11,365
316,593,234,9,365
0,456,105,0,365
0,1042,425,162,14
0,461,225,10,7
0,573,294,141,180
368,648,264,4,180
356,641,254,7,365
194,513,221,90,30
375,698,277,7,365
0,580,257,9,1000
0,524,248,159,365
0,640,252,3,30
0,595,303,9,365
0,544,334,27,1
0,606,253,3,180
0,710,308,4,365
0,554,263,10,1000
233,310,111,0,180
325,424,92,0,365
353,611,275,11,1000
0,425,98,0,180
0,598,277,2,365
0,653,264,6,1000
405,661,346,11,365
52,540,331,28,1
0,302,119,2,180
116,310,153,7,90
259,576,295,117,90
0,720,288,8,7
0,526,319,16,180
345,587,276,2,365
122,595,287,43,365
0,545,260,25,365
382,699,273,7,365
0,690,273,7,365
379,724,296,9,365
48,565,265,20,1
376,662,258,10,365
0,574,296,141,180
0,326,102,0,1000
373,726,304,9,365
109,414,177,94,1000
0,679,268,7,365
0,637,340,9,1
0,226,119,2,7
0,518,289,42,7
50,586,303,163,1000
0,423,190,91,30
0,553,267,187,7
0,399,126,0,365
363,710,272,8,365
339,621,242,10,365
0,676,303,3,365
262,591,299,158,365
0,605,315,25,30
246,322,124,2,1000
62,581,280,185,365
342,599,294,7,365
0,725,268,7,365
0,510,224,88,30
0,661,289,2,90
352,604,340,12,365
0,443,102,0,365
0,694,279,1,365
386,713,324,7,365
0,644,279,10,1000
0,672,298,3,365
0,446,99,0,1000
0,704,320,6,365
175,585,255,10,365
0,670,288,10,365
0,497,295,10,1
361,685,272,7,365
1,486,298,6,365
0,514,299,8,365
0,716,320,6,365
353,610,279,11,1000
363,642,282,10,1000
0,220,120,2,1000
0,595,276,2,365
0,486,290,6,365
111,277,129,5,180
0,668,267,4,1000
0,562,303,8,1000
0,652,259,7,365
381,624,332,9,365
0,576,271,13,1000
72,699,282,12,1000
0,433,197,91,180
356,639,280,10,1000
191,582,274,33,365
0,580,301,134,7
0,511,219,93,1000
0,531,305,7,1000
0,433,196,91,30
0,710,309,4,365
0,488,298,6,365
320,515,287,6,180
0,611,345,34,180
0,755,285,8,365
0,642,357,25,1000
0,596,264,4,365
3,497,298,7,365
316,559,269,11,1000
0,611,253,3,365
8,708,277,4,180
18,299,138,7,90
393,729,286,4,180
0,503,294,5,180
0,550,269,6,180
0,588,299,168,1000
406,662,351,12,365
0,605,325,8,365
0,601,342,11,365
0,688,330,25,1000
0,507,233,101,30
255,568,285,90,1000
0,573,295,77,180
0,674,313,10,365
214,571,261,7,365
0,739,291,4,180
0,641,251,8,365
239,597,266,4,1000
199,542,263,69,365
60,565,335,28,1
305,504,299,7,365
0,609,279,11,1000
0,560,253,11,1000
0,588,233,9,365
0,597,236,1,180
390,732,325,6,365
70,714,270,11,365
0,518,285,6,1000
367,632,279,1,365
0,554,284,3,365
0,654,285,26,365
181,518,254,58,365
0,693,275,8,365
0,638,242,7,365
0,723,296,9,365
385,628,335,9,365
0,172,105,2,90
0,440,110,0,365
232,315,68,0,365
201,587,270,44,365
52,633,301,29,1
345,424,98,0,1000
362,599,303,9,365
7,714,286,8,365
0,643,275,10,1000
0,507,299,8,365
256,586,296,71,30
267,594,302,176,90
0,348,106,0,365
0,648,260,6,365
0,574,274,13,1000
0,476,215,85,7
323,525,302,8,365
0,640,281,10,1000
0,588,290,177,30
109,184,114,2,1000
253,331,52,0,365
371,724,302,9,365
308,381,121,0,1000
0,588,300,160,365
61,557,270,186,1000
0,543,257,58,365
370,615,325,8,365
374,701,270,7,365
0,542,260,45,1000
0,398,121,0,1000
0,771,435,81,90
0,499,221,79,365
47,580,306,134,180
47,580,305,134,1000
0,640,253,3,365
0,642,254,6,365
0,167,105,1,90
85,168,106,1,1000
0,487,289,5,180
19,597,315,22,1
0,643,257,8,365
0,510,233,124,14
11,490,281,47,30
0,557,260,25,365
0,706,269,11,365
0,721,293,8,365
316,567,258,11,1000
333,593,281,14,1000
0,697,274,2,180
334,612,238,9,1000
343,548,299,8,365
351,586,273,2,180
34,585,290,55,180
0,519,256,62,365
0,594,295,177,365
0,657,264,4,180
0,535,303,6,180
386,674,263,11,365
0,534,277,3,180
358,592,320,8,365
33,596,291,61,180
62,602,319,24,7
319,546,319,13,365
0,437,38,0,365
0,574,273,13,1000
55,590,257,10,90
40,538,263,6,1000
311,669,302,10,365
0,573,305,8,365
0,562,264,17,365
0,627,268,16,7
0,171,105,1,90
0,591,294,177,365
0,476,211,76,7
384,720,281,4,180
0,599,290,7,365
0,582,300,9,365
217,510,234,124,1
0,936,411,128,1
0,509,301,5,1
0,437,20,0,365
13,706,316,6,365
0,688,272,1,180
278,680,270,2,180
0,598,273,2,365
0,581,272,13,1000
42,540,256,45,365
0,549,262,17,1000
334,594,248,11,1000
49,591,302,168,365
0,512,313,15,180
63,183,113,2,1000
386,718,328,7,365
378,722,298,9,365
0,569,295,16,1
0,602,277,2,365
377,691,266,4,1000
0,709,279,10,365
203,576,274,15,365
0,481,212,75,7
0,681,259,8,1
47,580,302,134,1000
239,316,110,0,180
0,884,324,71,7
22,495,229,7,7
0,491,287,6,365
0,564,317,41,7
0,463,107,0,365
47,627,248,1,1000
368,648,277,10,1000
342,565,301,9,365
0,505,295,7,365
0,522,321,15,180
0,723,279,11,1000
380,714,285,7,365
185,551,261,25,365
358,636,284,10,1000
106,417,174,48,1000
389,756,294,8,365
0,708,287,8,365
214,569,262,7,1000
0,716,319,6,365
0,257,117,2,180
96,257,122,4,1000
0,595,270,8,1
379,661,288,2,365
0,597,250,11,1000
256,564,276,186,90
0,638,364,17,90
0,658,330,12,90
0,539,260,6,1000
330,537,308,7,180
58,493,229,77,7
31,338,161,7,90
0,639,257,6,365
365,688,274,7,365
0,245,81,0,365
391,690,272,11,365
245,323,62,0,365
0,625,250,7,365
384,720,281,4,1000
0,601,289,43,180
0,174,104,2,90
0,571,305,8,365
218,264,87,0,365
268,586,298,150,90
0,650,257,7,365
0,536,280,3,180
91,678,260,2,1000
0,562,279,2,180
0,674,300,3,365
0,504,295,12,180
340,661,265,7,365
61,594,277,43,365
5,483,283,5,1000
0,658,291,2,365
338,661,267,7,365
0,610,275,23,365
417,725,282,11,1000
0,195,122,2,7
0,649,277,10,365
0,695,328,23,1
343,614,303,6,1000
0,455,208,90,30
316,678,311,10,365
0,580,257,9,1000
340,662,266,7,365
364,639,282,2,365
0,1035,421,78,1
371,755,281,8,365
18,569,304,8,365
0,437,18,0,365
0,629,291,10,1000
377,705,276,4,180
0,569,263,10,1000
356,679,267,7,365
405,661,350,12,365
0,648,263,6,1000
0,617,253,8,365
0,685,276,7,365
0,592,303,9,365
400,653,347,11,365
380,669,259,9,365
0,437,41,0,365
0,583,269,18,7
344,649,260,7,365
0,639,249,7,365
329,565,266,10,1000
373,718,295,10,365
0,602,301,7,365
55,655,322,33,90
0,476,229,8,1
0,600,277,2,365
0,587,331,10,365
73,693,276,7,1000
0,694,275,7,365
0,497,226,77,30
0,654,254,7,1000
0,606,252,3,180
387,757,296,8,365
0,560,264,10,30
8,667,356,12,365
0,574,295,87,1000
61,594,279,43,365
12,619,350,13,365
376,691,267,4,180
0,705,269,7,365
339,610,305,7,365
0,543,262,70,180
368,709,272,9,365
0,580,284,185,365
0,707,265,11,90
0,700,292,10,365
0,450,275,40,7
0,768,291,8,365
345,587,276,2,365
361,599,243,1,180
385,719,287,8,365
0,717,292,10,365
414,710,281,11,365
0,437,33,0,365
0,747,299,4,180
0,606,253,3,180
0,543,260,68,180
66,382,175,10,1000
0,604,335,16,1
0,646,276,10,1000
73,392,176,10,14
0,708,276,12,365
0,372,168,9,90
0,826,397,81,30
107,181,112,2,1000
30,590,288,52,180
365,688,275,7,365
0,263,123,4,1000
0,484,213,75,90
0,451,205,90,90
371,718,268,8,365
0,532,251,162,14
0,620,246,2,180
0,196,124,2,90
378,663,275,9,1000
335,530,300,6,180
0,583,284,185,365
0,719,291,8,365
348,671,275,7,365
0,703,264,11,365
0,715,269,8,365
326,545,275,3,180
314,511,303,5,180
0,561,267,73,180
223,524,249,162,7
201,587,271,44,1000
0,675,262,8,365
385,628,339,9,365
0,522,243,157,7
192,511,220,90,30
337,656,261,7,365
0,234,118,3,180
275,675,258,2,180
0,524,321,16,180
317,521,276,5,180
355,729,273,6,365
0,604,275,2,365
0,600,272,2,365
75,501,231,98,1000
364,632,280,10,1000
0,595,279,2,365
308,656,298,9,365
13,567,294,75,180
381,729,300,9,1000
0,696,315,8,365
0,650,305,9,365
0,633,250,8,365
0,697,274,11,365
363,633,279,10,1000
64,519,256,60,365
0,671,309,10,365
349,428,99,0,365
0,1214,499,180,1
0,647,265,4,180
352,675,264,7,365
260,574,295,141,90
0,182,112,2,90
352,581,317,9,365
70,705,263,11,365
0,430,111,0,365
0,493,234,93,7
385,743,289,8,365
0,675,274,11,365
50,591,306,167,365
22,726,326,6,365
0,558,265,10,1000
0,544,262,58,365
308,381,119,0,1000
368,607,275,2,365
360,634,257,4,180
0,675,297,10,365
348,671,274,7,365
0,569,287,90,180
335,662,265,7,365
0,562,278,32,180
0,376,177,9,1000
165,477,210,77,90
394,644,344,11,365
0,380,174,10,90
223,522,249,164,14
361,637,245,7,365
0,284,114,2,180
210,494,226,126,1000
61,594,278,43,365
0,372,169,9,30
38,548,323,32,365
373,698,276,7,365
254,588,291,62,30
70,613,347,34,7
0,541,304,6,365
0,646,325,33,180
0,532,256,58,365
362,639,281,2,365
0,681,324,20,1
0,324,117,0,180
0,663,310,18,7
0,614,306,6,365
0,604,338,17,7
318,568,257,11,1000
308,622,291,7,365
0,597,252,2,180
0,1032,422,79,14
239,545,262,171,1000
0,623,293,14,1000
349,722,272,1,365
88,398,174,11,7
0,638,355,16,180
338,644,256,6,365
0,729,327,6,365
0,725,297,8,365
0,551,278,4,180
0,634,279,2,365
0,1068,463,95,180
8,1011,382,68,1
0,533,252,162,1000
0,715,287,7,365
0,626,249,1,180
55,536,261,68,365
0,507,295,6,180
349,624,292,14,1000
233,537,255,162,365
0,726,288,10,1000
0,199,122,2,90
344,598,264,11,1000
34,526,255,5,180
341,612,303,6,365
0,713,275,8,365
58,539,263,68,365
0,550,263,165,180
0,617,289,9,365
351,723,273,1,365
0,688,393,76,1
0,449,202,90,7
0,428,14,0,1000
0,372,175,9,90
0,671,257,2,30
0,633,258,4,180
0,494,215,96,30
0,614,284,26,7
0,633,280,2,365
0,614,340,17,180
0,595,283,7,365
364,603,242,2,365
351,634,253,8,365
0,404,128,0,365
0,670,275,11,365
413,721,281,11,365
0,639,251,8,1
342,596,261,11,1000
0,718,292,8,365
0,662,266,7,365
70,654,272,12,7
0,658,334,21,7
223,553,270,6,7
0,611,283,9,90
371,616,248,2,180
0,624,250,7,365
334,657,263,7,365
336,657,261,7,365
0,426,112,0,365
0,720,286,8,1
0,545,281,14,14
311,669,303,10,365
0,167,99,2,90
0,606,252,1,180
351,620,304,7,1000
399,746,298,4,1000
0,672,274,9,365
0,545,267,23,365
47,586,295,150,1000
196,592,285,43,1000
331,536,306,7,180
0,531,306,6,180
203,576,270,15,365
235,318,69,0,365
0,584,251,8,1000
323,675,286,11,365
0,772,386,69,1
0,517,281,5,1
0,170,108,3,180
0,682,396,78,180
382,636,250,3,1000
0,487,297,6,365
0,580,257,12,1000
0,567,261,7,365
0,713,317,6,365
346,639,248,7,1000
0,701,318,6,365
0,663,273,11,365
0,617,273,2,365
345,424,97,0,1000
337,699,266,1,180
86,539,260,53,365
0,758,297,8,365
0,504,297,7,365
146,466,209,83,90
362,640,262,4,180
0,568,324,30,14
91,678,265,2,365
0,611,303,7,365
0,536,305,7,180
0,626,251,7,365
0,524,233,102,14
0,657,292,2,365
0,536,253,25,365
0,196,123,2,1000
0,555,279,5,180
0,548,277,3,180
0,549,280,3,180
346,433,125,0,365
165,477,209,69,90
365,597,237,1,180
376,670,270,4,365
359,577,302,8,365
344,430,124,0,365
129,378,169,10,180
31,338,160,7,90
365,633,282,10,1000
0,593,254,11,1000
0,695,268,7,365
0,707,281,7,365
0,611,303,7,365
389,676,295,3,365
0,646,328,12,30
0,650,253,2,180
0,743,297,4,180
0,540,258,45,365
318,637,294,7,365
387,728,300,9,365
0,654,262,7,365
0,627,247,8,365
0,502,293,5,180
0,303,122,2,180
204,489,233,93,7
53,644,317,31,1
115,529,251,25,365
231,582,264,4,365
0,425,97,0,365
0,643,338,32,7
0,191,116,2,90
0,391,172,10,90
0,723,285,9,365
0,634,293,43,7
0,693,276,11,365
0,546,262,57,365
0,1200,496,180,7
0,645,264,4,180
48,509,243,11,90
254,567,282,90,365
222,543,264,16,14
0,547,262,167,365
383,669,276,9,1000
366,690,270,8,1000
0,689,278,1,365
0,561,321,13,365
390,733,326,6,365
20,598,316,23,1
0,531,254,10,1
0,582,302,8,365
0,568,302,8,365
199,541,262,69,365
301,554,232,9,365
0,449,97,0,1000
0,853,399,75,90
0,516,227,107,30
0,701,271,8,365
0,593,302,156,365
0,661,348,12,365
0,663,311,18,7
0,594,269,8,180
0,537,255,46,365
392,735,304,9,365
0,571,272,17,1
341,612,334,17,30
0,513,286,5,180
0,625,249,7,365
0,541,258,160,7
0,800,387,108,1
57,162,102,1,90
55,588,277,42,7
50,564,264,15,365
201,592,273,43,365
0,369,115,0,365
0,724,298,9,365
374,719,294,10,365
73,619,348,39,7
0,180,111,2,90
363,704,268,8,1000
0,609,285,7,1000
257,567,293,76,180
0,395,125,0,365
339,432,100,0,365
0,724,314,9,365
0,665,255,9,365
62,581,281,185,365
0,597,247,1,180
55,494,224,79,14
0,683,267,4,180
233,568,337,28,14
336,619,322,25,7
91,678,266,2,1000
169,203,114,3,180
0,585,252,8,1000
0,500,299,7,365
309,425,8,0,1000
197,538,266,68,180
0,705,269,1,180
0,551,280,3,180
43,354,168,7,90
44,626,309,19,1
0,486,299,6,7
0,579,313,8,365
0,676,293,10,365
323,572,326,13,180
394,702,269,11,365
0,601,239,1,365
0,380,175,9,90
2,638,258,6,365
0,649,285,10,90
379,713,286,7,365
0,603,273,22,1
0,536,258,6,180
357,635,285,10,365
369,722,306,9,365
0,593,301,177,365
0,565,324,13,14
0,664,356,12,365
0,550,277,2,180
0,657,263,6,365
363,688,321,8,365
0,655,345,23,90
31,585,315,8,365
407,710,309,4,365
0,581,308,134,180
61,594,280,43,365
0,172,111,3,180
47,627,249,1,365
0,619,249,8,365
0,601,303,18,1
252,330,51,0,365
0,605,342,35,7
205,246,84,0,365
88,232,119,2,90
0,601,277,2,365
0,196,123,2,90
317,560,267,11,1000
405,714,269,11,1000
0,609,276,23,1
0,562,234,8,365
0,245,82,0,1000
0,715,289,9,365
205,518,228,107,180
0,626,250,7,1
0,430,112,0,365
386,677,269,4,365
0,833,460,108,7
350,582,301,9,365
364,603,240,2,1000
0,608,286,7,365
0,178,116,3,180
43,355,169,7,1000
0,636,291,9,1000
0,629,279,2,365
0,549,285,98,1000
359,600,283,2,365
0,679,285,10,365
314,511,284,6,180
0,629,279,10,1000
260,344,73,0,365
0,518,253,58,1000
0,376,115,0,365
368,704,326,7,365
381,733,284,8,365
0,638,358,23,7
0,711,278,4,365
267,583,296,146,90
365,705,316,8,365
251,322,124,2,180
357,597,247,1,1000
363,626,257,3,180
0,467,209,84,90
371,713,289,9,365
0,588,337,13,180
0,639,253,7,365
0,496,231,77,7
0,730,291,6,365
42,352,164,7,90
250,327,115,0,1000
13,282,135,5,90
266,591,289,177,90
0,437,26,0,365
0,515,299,12,180
192,544,261,58,365
0,703,320,6,365
0,483,283,5,180
217,557,264,72,180
0,418,3,0,365
271,580,283,185,1000
57,645,323,33,90
0,755,284,8,365
113,588,273,43,365
0,705,271,1,180
288,355,108,0,365
59,565,337,27,1
0,629,252,7,365
360,636,259,4,180
0,312,118,2,180
0,532,255,5,1
0,713,289,8,7
371,724,301,9,365
364,646,275,10,1000
372,649,276,9,1000
0,728,272,1,365
0,616,287,9,365
0,170,105,1,90
0,630,308,19,1
375,697,270,4,180
372,725,303,9,365
0,431,192,91,365
0,557,301,8,365
47,550,269,6,180
340,606,302,7,365
0,574,258,12,1000
356,699,268,8,365
0,704,309,3,365
0,645,249,7,365
0,589,250,11,1000
0,687,277,7,365
0,647,363,18,7
226,305,65,0,365
0,176,114,3,180
0,460,206,84,14
7,724,313,9,365
361,634,295,10,365
261,575,296,140,1000
393,701,264,11,365
0,701,268,11,365
187,502,219,96,180
0,566,288,90,90
219,540,264,16,14
0,595,302,176,365
375,705,268,7,365
0,490,227,7,90
0,608,304,7,1
199,580,267,44,365
284,625,319,11,30
383,705,279,7,365
0,576,260,12,1000
0,694,274,11,90
367,617,275,2,365
0,634,257,4,180
0,179,118,3,180
347,645,285,10,365
353,583,318,9,365
0,689,269,8,365
0,722,291,10,180
389,725,327,7,365
0,698,271,8,365
0,579,262,11,7
0,732,281,8,365
0,534,299,8,90
0,643,262,3,1
0,598,274,2,365
357,638,280,10,1000
0,620,255,3,180
183,546,265,51,365
0,437,37,0,365
0,544,259,58,365
66,598,343,29,7
0,511,218,94,30
2,598,288,7,1000
209,522,231,104,14
12,281,134,5,90
0,567,258,7,1000
389,672,298,3,365
0,566,305,8,180
0,628,335,9,365
321,570,323,13,1
298,648,306,9,365
40,569,293,82,365
0,505,296,8,365
383,712,290,8,365
0,661,275,11,365
0,841,408,127,1
0,597,275,2,365
321,426,113,0,365
54,548,333,26,1
181,530,253,46,365
0,662,257,10,365
258,589,292,59,30
0,494,213,96,30
0,301,144,7,365
207,505,229,94,14
0,647,340,16,14
212,569,265,5,365
304,377,113,0,365
0,602,278,11,1000
0,483,277,77,7
0,536,278,5,365
0,659,316,19,1
0,1304,484,133,1
0,753,280,8,365
0,161,98,1,90
0,525,257,58,365
0,642,259,4,180
0,653,255,2,180
0,640,283,2,365
0,640,281,10,1000
0,500,286,6,1000
0,678,263,8,365
350,685,273,8,365
0,687,275,1,180
357,681,268,7,365
370,659,290,2,365
0,674,291,10,365
0,598,266,11,1000
297,364,109,0,365
0,625,321,25,90
334,559,283,4,365
0,235,119,3,1000
0,545,319,13,365
367,646,262,4,180
0,584,304,130,180
0,682,272,1,180
0,639,252,8,1
0,470,214,86,180
192,541,257,58,365
388,725,293,8,365
358,601,322,8,365
0,171,113,3,1000
361,709,315,8,365
0,466,111,0,1000
0,567,255,11,1000
49,590,304,167,365
311,669,304,10,365
382,714,288,8,365
0,625,256,3,1000
86,539,261,53,1000
0,168,109,3,180
389,654,267,3,180
344,444,106,0,365
355,651,275,10,365
0,655,327,12,90
0,538,306,7,365
0,297,122,2,1000
348,599,270,11,1000
0,544,266,22,14
309,425,11,0,1000
0,592,304,176,365
0,641,282,10,1000
0,363,171,9,1000
329,524,304,7,365
0,869,325,69,1
0,584,301,138,180
0,670,287,10,365
0,573,279,2,365
0,724,296,9,365
370,723,288,10,1000
0,444,102,0,365
0,521,223,89,30
0,522,278,5,365
343,597,262,11,1000
0,715,286,9,365
0,172,100,2,90
40,539,264,6,180
0,560,294,113,180
0,1186,523,183,1
0,575,297,82,180
0,437,32,0,365
0,621,246,1,365
62,601,314,24,1
0,700,316,6,365
399,675,298,3,365
324,535,279,3,90
0,547,263,168,365
0,552,262,25,180
0,437,31,0,365
0,674,298,3,365
0,706,319,6,365
0,576,272,13,1000
0,626,249,7,365
0,636,362,17,90
380,693,267,4,1000
0,795,325,89,7
255,344,108,0,1000
0,725,303,9,365
2,732,288,6,365
354,728,272,6,365
0,595,298,177,365
0,618,272,2,1000
0,698,273,7,365
0,515,300,8,365
0,549,265,187,365
0,610,327,8,365
0,696,273,7,365
200,567,266,15,365
173,481,208,102,30
0,705,309,3,365
45,564,269,20,7
254,584,295,71,30
358,630,285,10,365
213,497,226,86,1000
0,497,230,130,30
405,715,271,11,365
0,543,273,3,365
0,595,237,1,180
321,675,284,11,365
0,692,323,7,365
389,756,295,8,365
28,580,334,14,7
18,299,142,7,90
0,501,291,10,180
332,622,321,23,1
405,661,349,12,365
0,302,120,2,180
355,639,282,10,365
372,693,277,7,365
352,675,264,7,365
212,569,264,5,365
0,568,287,88,180
63,603,321,24,7
0,644,255,7,365
0,699,275,11,365
212,516,236,102,14
46,693,365,13,90
325,645,258,6,365
271,326,101,0,365
0,515,223,89,30
0,422,96,0,365
0,583,284,182,365
50,584,304,163,1000
0,673,307,10,365
187,520,257,62,180
354,626,290,15,1000
363,746,275,7,365
0,497,230,75,14
0,598,272,2,365
346,635,248,9,365
391,735,328,7,1000
369,713,272,9,365
6,698,269,4,180
278,682,272,2,1000
410,707,277,11,365
0,712,306,4,365
0,508,299,5,180
0,604,278,2,365
378,672,272,4,365
0,642,251,7,365
0,707,273,9,365
0,640,330,12,14
372,617,249,2,180
387,716,287,7,365
0,663,326,11,90
0,531,307,6,180
0,714,270,8,1
362,685,317,8,365
346,614,285,9,365
369,722,307,9,365
0,661,269,7,365
53,163,97,2,90
0,277,133,5,7
0,709,318,8,365
0,696,268,11,365
0,676,287,10,365
0,324,118,0,1000
0,673,309,10,365
0,573,278,2,180
0,707,265,11,1000
0,674,283,11,365
318,515,283,6,180
324,565,266,10,1000
0,568,262,10,1000
395,705,262,11,365
0,640,264,10,14
0,689,272,1,180
0,730,322,6,365
373,714,290,9,365
0,551,278,4,365
0,568,266,25,1000
347,639,252,8,365
345,588,275,2,365
0,526,234,105,1000
0,580,259,12,1000
307,645,292,9,365
0,184,112,2,180
0,547,284,5,180
13,713,316,4,365
330,548,281,3,180
0,594,301,176,365
0,714,285,7,365
0,623,277,7,365
348,427,96,0,365
0,607,240,1,365
0,561,275,187,365
303,683,275,1,365
0,664,272,8,365
323,566,266,10,1000
0,674,295,10,1000
0,706,307,4,365
371,697,270,7,365
0,593,274,43,365
0,359,172,8,90
55,494,225,79,30
0,705,305,4,365
0,603,250,2,365
0,573,295,82,7
0,469,213,86,7
323,587,342,13,180
0,240,118,3,180
0,541,306,6,90
0,168,105,1,90
0,706,263,11,365
363,693,325,7,365
0,582,286,182,1000
416,712,282,11,365
0,230,119,3,1000
0,426,188,91,90
322,625,277,7,365
354,630,360,19,180
319,535,276,3,365
0,612,288,7,365
251,340,108,0,365
344,646,254,7,365
163,478,210,72,7
297,647,305,9,365
0,370,174,9,90
368,708,271,9,365
0,631,250,7,365
0,649,258,7,365
0,678,286,10,365
0,628,257,3,180
316,678,313,10,365
0,546,268,6,180
0,528,253,57,1000
389,672,299,3,365
317,637,259,6,365
216,531,256,9,14
353,625,292,15,1000
0,661,273,11,365
299,543,311,12,30
0,609,341,12,365
0,577,256,12,1000
0,594,299,177,365
0,687,319,8,365
69,654,272,11,7
0,635,278,2,1000
0,501,218,96,30
0,706,266,11,365
0,556,323,30,1
