@relation 'ofbiz-weka.filters.unsupervised.attribute.Remove-V-R1,3,5,7,last'

@attribute issuecleanedbodylen numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {1,7,14,30,90,180,365,1000}

@data
16,1512,8,257,1
75,404,1,41,90
61,1171,2,168,14
22,704,0,117,1
123,370,0,48,7
37,1423,18,255,7
48,470,0,56,180
220,194,0,32,1000
41,151,0,62,90
18,377,0,74,90
7,577,21,71,7
104,1216,2,153,1000
42,1172,0,197,1
14,1253,0,146,1
214,954,13,132,1
66,1211,13,245,7
42,637,0,134,1000
27,362,6,44,1
27,709,11,124,1
31,661,2,77,365
44,629,11,74,1000
111,367,3,70,7
62,863,6,139,1000
136,170,25,65,1
37,1197,4,217,90
20,1161,3,111,1
242,384,0,49,7
18,365,33,63,180
33,718,0,120,180
32,918,6,163,7
68,711,1,67,1000
15,1092,1,197,1000
131,546,1,41,30
20,358,4,117,7
121,1157,0,223,7
62,162,1,63,7
13,866,6,168,1
12,961,0,104,30
6,310,18,104,1
33,628,3,139,7
12,892,2,163,1000
225,154,0,65,1
12,703,0,118,7
36,774,2,85,1000
60,1004,1,156,1000
48,1265,17,214,1000
60,853,15,95,90
57,856,1,75,7
16,1251,3,145,1000
23,438,7,84,1
48,1269,0,231,7
67,494,3,97,1000
159,336,0,58,90
79,393,2,34,90
271,187,0,62,180
29,199,31,99,30
122,598,21,64,30
77,104,1,31,1
56,879,0,86,1
42,602,1,127,30
36,788,7,67,7
48,668,2,80,1000
53,788,1,71,7
101,105,0,32,7
11,713,4,76,1
9,549,0,80,1
139,1239,5,181,1
57,838,0,58,7
113,968,6,55,365
36,1140,0,98,365
81,366,7,71,14
73,1174,8,215,1
79,97,3,29,1000
18,616,0,84,14
428,1140,1,176,365
118,963,0,106,30
83,1113,5,119,14
22,677,10,134,14
48,357,3,71,1000
19,1090,2,84,1
41,1522,24,259,1000
454,539,3,61,1000
112,969,0,55,1000
34,701,0,103,1
36,735,0,63,30
16,201,31,99,30
18,327,0,83,1
174,1144,1,89,1000
22,198,0,16,1
51,599,23,61,180
30,880,1,135,7
81,619,6,89,1
38,941,3,99,30
26,578,1,72,7
104,909,7,125,1000
79,728,1,77,1
100,693,4,130,7
46,261,2,20,1
306,1122,11,119,90
33,1086,2,215,7
369,407,1,77,365
14,711,0,126,1
46,669,0,87,1
23,214,0,109,14
20,403,5,40,7
11,822,5,166,1
29,1169,1,213,14
115,571,1,72,1
58,191,3,16,365
87,1163,5,81,1000
80,1250,25,188,1000
26,345,8,122,1
93,571,3,102,1
30,735,11,154,1
55,906,2,88,1
109,771,1,83,7
95,1145,0,148,1000
143,1186,10,195,1
44,684,0,88,1
25,223,8,16,180
93,277,9,35,1
49,367,23,65,7
122,189,0,47,7
162,657,0,103,7
36,961,10,150,365
263,1154,1,204,1000
158,619,0,60,1000
113,879,0,83,1
175,178,32,73,180
39,565,2,65,1000
52,600,1,133,7
45,193,3,49,7
7,272,3,87,7
19,256,7,34,30
25,335,1,98,7
7,637,0,134,365
59,282,31,111,90
26,206,0,106,365
446,908,9,90,7
89,926,1,81,7
21,265,8,20,180
97,275,11,37,1000
62,707,2,130,14
83,182,0,58,180
9,881,0,85,365
217,1142,0,91,180
34,856,24,145,7
31,363,0,37,1000
7,186,33,59,180
458,368,2,55,90
192,378,4,32,7
78,210,0,20,90
48,309,5,66,7
359,186,1,47,1
104,931,2,140,30
22,911,17,127,30
93,913,7,125,7
44,879,1,85,30
22,618,1,81,1
240,237,6,121,30
11,888,1,62,30
133,591,0,133,7
64,205,39,105,365
614,812,0,149,1000
36,207,3,115,7
45,1159,0,173,1000
5,198,45,70,1
40,1212,15,245,7
2,155,0,29,30
18,628,13,80,1
118,1210,0,240,1
24,157,0,65,7
8,195,34,98,180
80,309,1,69,1
185,1001,0,150,90
11,778,8,83,1
31,899,5,160,1000
21,173,6,58,1
49,219,0,10,1000
61,129,9,32,365
18,281,0,82,7
8,237,2,121,1
33,190,0,80,1
52,687,1,61,1
16,396,0,37,14
54,915,9,60,1000
6,336,2,37,7
21,1234,0,179,90
55,905,2,62,7
65,661,2,77,7
30,1175,3,165,1
7,870,0,77,14
100,939,19,138,7
83,102,3,37,7
88,1174,0,148,90
23,1087,7,214,1
33,905,0,159,1
23,62,0,29,14
21,191,0,16,14
27,1509,28,267,90
16,770,1,85,1000
30,858,9,139,1
38,257,7,36,30
56,1061,0,192,14
128,1122,0,122,365
165,986,16,122,7
127,217,26,84,90
89,767,1,80,14
59,185,30,73,1
74,1162,10,175,1
11,197,34,94,180
36,1374,52,166,7
25,618,6,82,30
98,173,27,64,7
12,328,14,94,1
36,324,0,62,1
64,348,2,109,90
98,747,0,119,30
46,1089,3,191,1
195,571,16,102,1000
46,281,2,20,1
32,141,1,47,7
36,566,0,68,7
31,255,4,39,180
43,333,1,97,7
91,833,2,61,7
90,229,12,107,365
5,1170,7,117,14
86,115,0,31,90
4,1195,0,124,365
90,1118,4,131,1000
58,455,10,88,1000
16,704,11,118,365
227,369,0,115,1
26,1192,12,122,1
18,1447,2,257,90
65,334,0,95,365
50,343,0,113,1000
112,1199,3,208,1
76,961,0,104,14
41,1095,0,186,1000
24,843,14,59,1
52,257,7,35,1000
6,916,12,129,90
64,1172,0,206,90
40,1167,0,169,1000
22,521,1,59,1
90,264,0,39,90
88,612,7,105,1
75,783,0,77,180
48,256,14,36,1000
152,712,8,112,90
156,372,4,126,1
32,373,0,36,365
62,430,2,48,1000
86,249,0,33,1000
5,295,53,107,90
23,354,0,41,14
176,702,2,104,90
74,230,2,121,365
62,1213,1,127,1
18,1129,3,71,14
88,421,2,39,180
19,1198,6,226,1
80,1100,1,193,1000
33,1425,2,253,1000
237,223,5,120,7
28,1231,1,74,7
26,791,2,118,30
84,1093,6,84,1
128,1226,2,98,30
46,1208,10,243,1
149,196,0,30,90
10,1170,3,196,1
24,318,3,79,30
38,560,0,43,1000
43,555,9,65,90
82,1402,4,247,1
35,727,2,71,14
63,1378,1,241,90
40,180,0,59,180
39,870,5,77,7
6,1137,5,228,365
38,618,0,76,1
15,329,0,75,1
39,362,10,49,7
7,0,0,0,7
28,331,0,73,1
94,336,2,54,90
1,794,0,146,1
181,183,0,68,180
74,1514,13,259,14
17,1173,3,164,1
66,1162,4,112,30
18,1059,2,80,1000
94,494,3,97,1000
163,572,0,71,1000
45,630,1,134,365
48,706,2,130,7
41,800,33,88,90
20,538,3,62,7
33,182,33,60,1
12,291,16,66,1000
69,1140,7,176,14
57,604,6,130,7
326,921,6,147,30
87,1209,10,247,90
22,406,5,74,1
87,1265,9,107,90
53,1130,4,141,7
26,810,0,104,1
169,343,1,113,1000
27,633,6,103,1
19,361,0,20,7
20,0,0,8,7
100,788,2,71,7
146,207,0,40,90
69,362,1,70,1
86,573,1,81,180
31,901,0,94,180
144,794,0,107,1000
84,517,5,100,7
48,1192,2,200,7
48,1146,1,110,14
7,1425,2,256,1
57,186,11,16,14
15,264,0,20,90
173,362,1,71,7
37,426,0,37,1
93,583,0,67,1000
55,1129,0,122,1000
17,705,11,112,1
71,798,0,118,7
14,1156,19,163,1000
58,774,0,85,1000
44,1180,2,197,14
39,698,3,104,1
80,1130,2,118,1
8,607,6,64,14
576,880,41,147,1000
46,339,2,68,90
10,207,33,106,365
18,760,0,84,1000
59,1183,4,220,7
156,709,0,121,180
152,1170,12,118,180
45,1036,0,103,1000
77,338,2,101,7
9,697,12,134,7
14,197,15,95,7
93,1018,8,77,14
29,205,39,102,30
107,592,0,61,30
48,1071,0,205,30
22,1140,1,106,1
55,361,0,20,1
330,224,1,20,1000
25,743,0,147,1
29,309,6,69,180
32,188,13,20,180
71,931,2,144,14
35,1315,27,128,7
32,691,3,134,7
58,786,1,72,7
60,1122,9,116,1
258,1322,12,117,1000
79,320,0,62,180
220,479,1,40,1000
43,1201,4,215,7
42,745,0,62,1
22,410,0,39,30
15,796,0,147,1
135,555,3,60,1000
7,945,1,124,1
198,141,3,42,90
13,593,25,73,14
120,592,2,63,90
209,880,11,147,1
128,508,0,56,180
24,706,0,69,1000
50,350,0,23,180
95,707,7,124,30
72,219,0,84,90
51,302,33,98,7
6,358,20,123,14
67,129,3,26,1
6,933,3,132,90
55,278,4,85,14
78,548,1,58,1000
38,246,4,94,7
45,517,5,100,14
248,112,1,37,90
143,579,12,82,90
22,213,14,46,7
19,295,16,67,1000
54,328,10,109,1
150,1141,1,103,1
52,1251,0,174,1000
75,281,2,20,7
546,1208,0,199,1000
332,620,4,81,7
7,186,33,59,180
41,192,0,27,1
31,1159,5,165,7
49,290,0,89,1
35,690,20,128,7
138,323,31,101,90
105,748,0,68,1
20,323,10,80,7
127,326,8,58,1000
58,120,0,27,7
111,863,6,139,1000
171,276,4,25,90
183,642,5,128,1
46,169,26,66,1
64,873,1,82,14
61,1144,2,169,1000
36,1239,5,193,1
21,853,9,144,90
38,831,0,135,180
161,1306,1,177,365
35,1155,25,205,7
17,247,13,40,1
73,354,3,71,180
32,1119,4,117,7
51,193,1,83,90
38,706,4,139,7
93,1167,0,213,7
188,1114,10,118,1
74,983,0,181,1000
154,1128,5,106,1000
5,560,0,43,30
5,207,43,102,180
27,357,8,19,30
14,798,38,90,7
38,194,15,95,365
22,899,16,118,30
44,809,2,144,180
28,1437,5,252,7
36,1374,52,166,14
81,299,0,70,7
83,1187,17,157,7
34,1374,52,166,14
60,770,0,83,1000
55,0,1,2,180
56,858,16,75,7
55,262,2,36,1000
68,1529,1,263,1000
59,109,2,36,1
28,325,8,23,180
29,362,0,74,7
23,328,0,73,14
76,305,58,100,90
62,836,1,62,365
47,327,0,64,7
315,470,3,56,90
83,411,0,49,7
45,89,1,27,1
32,1126,7,171,7
27,602,0,68,1
85,1287,6,114,1000
36,365,0,49,7
38,362,0,70,1000
26,381,5,45,1
105,896,10,136,30
7,186,33,59,90
112,1224,12,147,7
67,1240,2,182,1000
45,924,7,81,1
62,365,4,63,90
14,240,4,94,7
40,1131,5,121,30
45,1341,4,242,1000
18,182,8,23,180
54,335,0,117,1
31,661,2,77,7
51,706,18,130,7
39,876,0,85,1000
49,520,0,59,180
51,1060,3,186,7
131,546,1,41,30
58,88,0,32,90
50,366,2,43,30
13,1249,16,173,1
49,329,2,110,30
57,213,34,107,180
14,368,24,65,1
16,366,8,72,1
30,1145,2,90,14
37,97,2,30,7
81,260,1,34,1
110,831,10,137,1000
46,1449,0,262,1
95,1077,0,101,1
89,994,2,157,14
66,902,0,124,1
33,1324,5,224,1
63,338,0,23,90
9,791,3,146,14
18,1404,2,250,7
95,1251,3,145,1000
92,332,19,58,1
39,355,0,42,7
62,1136,0,89,14
24,747,1,62,7
35,351,3,113,180
27,709,9,117,7
11,1075,3,190,1000
25,1246,3,148,180
112,972,0,54,180
31,1054,0,190,180
198,153,0,36,90
12,979,0,160,1
16,207,0,19,180
8,224,42,128,1
18,900,9,133,1
20,380,21,72,1000
23,933,2,144,1
19,662,3,72,14
23,898,1,133,7
18,197,3,60,180
38,602,19,138,30
7,148,10,65,1
49,824,1,85,1000
33,896,0,63,1000
12,1218,8,153,7
40,921,4,81,7
106,902,0,89,1
16,736,4,64,90
145,762,0,118,90
10,1120,0,118,1
59,975,0,155,180
72,750,3,155,90
25,118,12,28,365
49,182,0,54,180
220,1062,41,190,7
113,99,0,31,1000
38,286,28,108,180
72,915,10,129,1
19,202,2,80,30
12,368,1,55,1000
18,929,6,81,1
94,931,2,140,7
24,1266,1,107,1
174,328,1,76,1
48,1435,0,256,30
61,1092,1,191,1
33,188,9,15,1
51,928,2,142,30
77,1166,2,149,1000
42,356,1,68,30
14,688,26,122,1
94,1454,6,257,1
59,651,6,134,180
13,1188,5,149,180
37,518,0,100,30
19,209,3,28,365
54,1202,3,152,7
142,880,0,170,1000
34,207,0,106,365
29,745,0,79,180
562,575,0,72,7
23,1193,0,219,1
26,1159,5,165,1000
12,579,7,64,365
14,1154,3,204,90
21,655,3,54,7
32,290,6,89,1
72,720,7,123,90
5,195,34,98,180
29,901,5,81,365
23,261,3,35,1
319,823,7,136,180
140,1123,0,97,1000
71,528,9,86,1000
35,1136,0,89,1
203,413,5,40,1000
13,871,0,79,14
47,698,0,104,1
302,333,7,44,1000
99,275,4,26,1
94,909,6,73,7
7,186,33,59,180
47,604,1,132,1
182,190,0,80,1
35,544,14,101,1
87,1002,1,151,90
21,529,2,87,14
35,697,19,134,7
60,1187,5,160,1000
60,358,1,63,90
74,516,7,100,1000
27,806,12,95,7
43,1323,0,223,1
25,652,0,136,365
67,526,1,59,180
44,1426,2,266,1000
33,619,12,126,1
37,599,3,126,1
27,873,1,82,14
30,801,15,147,14
103,416,4,75,1
46,1519,18,259,7
200,738,4,80,90
47,573,0,71,1
191,975,18,135,90
71,668,2,131,1
245,771,14,75,14
43,1167,6,214,1000
106,753,3,114,1000
56,327,7,35,7
38,591,0,133,1
88,186,0,47,90
110,223,0,16,1
40,94,1,32,365
109,112,0,27,365
6,292,53,107,7
218,1238,1,193,90
21,1121,1,121,1000
7,186,33,59,90
10,983,29,148,1
26,221,3,66,180
245,509,0,57,30
47,1243,4,224,1000
212,744,12,155,7
53,1200,15,150,1
21,174,3,56,1
56,248,7,37,180
130,545,0,59,1000
233,334,8,75,90
100,894,1,77,30
15,1100,1,191,90
26,699,3,88,1
47,778,0,114,7
65,234,0,19,180
123,362,3,72,7
113,1511,20,270,1000
8,114,0,27,1
36,692,0,62,7
54,307,2,34,7
11,925,8,163,1
62,1219,16,153,90
81,298,3,68,1
26,179,0,74,90
28,757,2,123,90
7,186,33,59,180
22,1463,25,258,1
176,716,0,121,1000
15,959,2,78,180
72,649,2,77,1
38,1131,4,193,1000
27,732,4,70,1
35,1136,0,89,1000
67,1160,0,166,7
24,653,5,133,1
23,213,32,107,180
7,1256,10,172,1
72,1132,7,120,1000
32,330,1,36,7
65,979,0,123,1
105,1131,4,193,1000
35,967,26,153,7
39,595,21,132,14
48,1096,0,184,7
79,1176,8,193,7
20,206,17,118,1
48,311,0,76,1000
289,994,0,156,1
18,159,0,46,365
120,562,17,104,90
80,963,3,144,180
83,575,21,67,30
127,480,10,85,1
27,0,0,0,7
18,1141,4,228,90
76,301,0,55,180
240,937,1,82,7
61,566,0,72,365
7,1189,4,158,365
60,890,1,96,90
31,175,30,66,1
43,898,1,82,90
97,287,16,112,365
53,922,5,168,1
19,358,3,72,1
3,1136,2,89,365
8,1093,0,191,1000
39,317,0,69,1000
52,926,0,81,90
262,363,0,124,1000
9,582,2,71,1000
27,1335,2,230,1000
11,1166,0,115,1
113,949,13,132,1000
81,317,3,60,7
37,1449,0,258,365
35,1315,27,128,7
51,250,0,33,90
12,200,39,98,30
9,859,6,143,1000
68,556,9,62,7
60,142,3,42,30
45,367,0,116,1
16,351,12,66,1
69,12,3,26,180
3,906,23,159,365
78,281,6,38,365
15,1359,6,231,7
31,1173,0,214,1
16,257,3,36,1
39,824,6,146,7
23,237,6,121,30
66,358,23,63,90
32,302,36,107,7
60,370,4,20,1000
12,744,1,157,1
381,199,17,98,7
182,1163,9,191,14
16,1191,1,205,1
52,503,3,84,1
88,223,15,120,180
45,197,1,16,1000
25,1008,4,156,1000
93,680,17,134,365
16,1215,4,137,1
39,963,2,162,7
6,146,2,60,1
203,544,2,67,1000
29,87,0,24,1
36,694,0,137,7
20,473,8,40,1
18,1317,63,178,14
35,1136,0,89,1000
48,706,18,130,7
26,1160,4,166,1
331,1148,6,96,14
102,743,2,63,1
24,370,5,86,7
93,177,27,62,90
81,1377,0,240,7
111,199,0,16,180
153,1322,63,178,7
30,690,9,135,1
84,176,1,63,7
45,658,32,77,14
57,272,2,34,1
19,721,4,75,1
119,1215,3,128,7
7,603,0,68,7
97,1251,3,145,7
70,1194,0,185,7
6,1423,20,255,30
81,777,4,112,14
61,1081,3,189,7
38,879,1,85,30
28,359,1,69,7
27,0,0,0,30
942,536,3,101,90
171,182,0,54,1
72,1218,2,153,1000
49,333,19,58,7
65,324,0,69,1
9,521,0,60,180
32,749,2,153,1
89,190,1,45,14
200,1480,6,259,7
44,568,1,76,1
61,113,8,31,7
21,1116,19,188,7
7,788,0,71,365
58,623,0,71,7
40,362,5,70,7
54,969,0,178,1000
16,208,18,47,7
292,599,2,68,90
36,1172,0,206,90
57,368,0,19,90
24,1370,2,236,1
58,477,0,85,1
37,998,3,161,30
155,254,0,40,7
97,1192,3,122,1
6,1226,3,147,1000
46,157,6,49,1
14,562,0,67,1
49,758,2,84,365
18,1081,0,191,90
14,687,10,135,7
23,108,1,53,365
120,311,10,86,1
65,1271,0,109,1000
137,1095,0,187,14
283,1192,12,222,1
70,1261,15,157,180
36,259,0,40,180
34,1161,0,206,7
19,1209,9,246,1
61,213,37,122,1
55,1155,19,161,1000
67,655,3,54,1000
179,867,2,84,180
35,618,3,89,7
34,654,0,129,1
28,181,0,75,1
97,1352,2,243,7
75,331,0,23,1000
35,1136,0,89,14
25,536,3,101,365
31,249,13,39,180
90,616,4,137,30
241,1428,3,260,14
34,1173,7,214,7
93,1506,17,268,1000
33,732,4,70,1
123,1454,15,256,1
8,1236,0,191,1
64,690,5,86,1
7,372,39,68,7
20,270,44,110,1
80,910,8,127,1
30,196,3,63,14
296,127,19,60,7
107,126,0,57,7
67,1507,9,268,90
193,862,6,143,180
10,1025,1,139,7
70,1232,1,148,1000
15,652,8,128,1
58,304,0,96,7
95,0,3,26,90
31,369,19,111,7
21,183,22,73,1
89,589,2,60,365
168,339,13,44,30
55,412,2,73,1
143,1374,1,236,7
105,931,7,133,1000
74,1035,0,105,7
8,1007,1,156,1
3,1136,2,89,7
39,540,0,58,1
114,570,17,104,7
14,745,3,112,1000
41,1117,2,108,1
22,982,4,116,1
26,1192,24,205,14
35,1315,27,128,7
64,1197,19,218,1
67,1241,14,150,1
38,231,45,105,90
6,194,0,32,30
198,141,3,42,90
20,1159,8,172,30
82,1181,0,210,90
175,1270,10,109,14
204,621,4,60,180
14,1211,8,247,90
42,266,0,41,7
44,219,0,16,7
15,365,11,49,7
69,754,4,119,7
87,146,1,47,180
24,1008,1,76,1
65,547,15,63,14
56,267,9,19,90
9,916,1,115,1000
19,727,29,142,365
119,635,1,134,180
38,571,0,63,30
55,1193,1,150,1
90,274,0,108,90
209,790,5,98,1000
75,816,0,84,1
180,812,0,116,1000
62,230,2,130,365
30,1171,4,197,7
52,352,4,70,1000
74,1162,2,165,14
42,994,0,161,14
45,983,3,148,7
34,183,0,59,7
65,94,1,33,7
3,688,2,122,7
48,597,19,136,7
124,1156,0,76,180
24,1326,0,138,7
62,302,36,107,30
99,625,1,136,14
20,899,5,81,1000
13,1339,18,241,1
32,1143,10,101,30
86,741,0,69,7
46,196,37,94,1000
180,359,0,72,1000
14,567,0,66,30
74,379,3,72,365
19,316,0,73,7
34,882,14,149,7
22,1160,1,95,1000
66,835,10,89,14
118,1323,2,139,1000
115,713,3,121,90
81,1189,3,228,1
275,374,2,60,1
94,991,7,157,365
72,881,0,85,180
67,949,13,132,1000
78,961,2,78,1000
29,727,0,154,180
8,196,30,103,180
57,1254,26,188,1
40,362,6,46,1
37,318,0,23,90
7,324,0,107,1000
46,1201,3,177,1
19,181,0,24,14
36,741,10,147,1
106,153,0,33,1000
192,132,0,26,365
44,200,3,50,1000
31,1370,49,161,1
38,419,0,82,180
65,360,4,21,7
68,1194,2,208,1
30,1121,0,86,1
12,1317,63,178,14
265,326,0,36,90
90,1251,3,145,1000
135,744,1,112,90
20,258,7,37,30
241,882,0,147,1000
34,231,0,29,365
83,1198,1,209,7
51,928,1,164,7
26,612,15,78,1
37,886,2,82,7
71,0,0,0,180
86,580,0,55,7
110,1194,24,208,30
79,934,8,179,1
50,366,0,54,7
126,725,0,146,7
53,213,42,107,180
14,1076,1,211,1000
67,514,3,85,14
5,248,7,32,1000
64,909,7,125,1000
21,570,0,64,7
31,630,2,136,1
749,918,42,78,1000
92,1185,6,206,1
31,181,0,59,1
29,1132,1,123,1
48,1209,0,246,1000
120,1138,1,192,1
40,1321,63,178,30
4,362,1,72,365
72,997,0,116,14
143,87,1,25,30
39,701,16,117,7
5,680,0,77,7
58,1120,3,188,1
30,1187,5,218,7
37,662,0,72,7
14,129,0,33,1
103,275,0,33,1
20,267,1,84,1
7,980,0,152,180
42,846,2,61,1
66,213,0,74,14
47,961,3,149,90
61,328,20,73,1
48,1079,1,189,7
45,1161,0,206,365
30,108,0,37,90
31,661,2,77,365
42,1058,9,203,7
17,1371,8,168,14
24,856,6,139,1000
27,0,2,25,30
107,421,1,82,30
45,1056,3,188,14
69,455,10,88,7
155,774,0,128,1
134,1312,29,134,30
66,728,6,141,90
71,1117,2,87,1000
96,507,0,55,1000
30,1189,0,151,1000
86,876,0,85,1000
37,257,7,36,1000
121,1265,9,107,1
1,877,0,84,90
52,866,2,70,1
25,562,17,105,1000
23,1159,4,201,30
385,193,0,28,1000
21,331,3,87,1
230,924,0,95,7
39,309,0,71,1000
56,827,8,84,7
127,1136,0,89,14
57,886,0,167,365
35,319,8,101,7
69,823,6,145,7
98,884,5,85,1
98,175,30,68,1
55,1209,2,176,7
210,341,0,103,1000
42,318,31,99,1
50,621,0,83,365
279,256,0,39,180
60,323,0,70,365
26,388,3,49,7
157,110,1,33,7
59,788,1,118,7
151,781,10,115,365
21,239,19,120,1
56,836,2,61,7
25,321,9,70,90
55,333,0,59,1000
23,187,6,49,14
20,1164,21,167,1
17,956,27,160,1
67,901,8,120,7
30,879,1,85,30
326,903,3,167,90
82,1178,5,220,90
11,880,7,170,1
13,788,0,71,365
18,207,0,106,365
6,310,18,104,1
35,936,24,147,30
126,1180,1,172,30
76,589,2,60,1000
161,1024,18,179,30
18,571,16,102,180
24,257,8,37,1000
42,1049,3,186,7
3,1162,3,197,14
432,1130,0,141,1
96,707,9,130,365
108,704,14,127,14
41,1368,46,157,1
2,1144,0,110,1000
44,903,5,157,1000
86,317,0,69,7
12,868,0,77,14
21,318,51,98,1
82,363,9,124,30
21,226,46,68,90
26,911,24,159,1
62,197,7,94,1
25,277,44,112,30
43,988,0,157,1
48,1518,0,269,1
61,714,4,122,1
37,1420,18,256,7
17,317,3,85,7
102,678,2,76,1
14,748,8,90,14
21,1206,1,197,90
33,959,28,160,1
334,856,6,139,1000
29,1442,5,262,1
95,182,9,23,1000
20,1252,0,174,1000
45,911,0,144,7
61,536,3,101,7
82,992,1,157,14
50,896,0,133,14
76,405,7,40,1
28,211,35,103,180
44,1322,27,128,7
91,505,14,99,90
224,191,16,45,1000
81,1514,2,259,1
138,191,1,20,1000
43,426,7,39,1000
16,790,2,87,1
43,62,0,29,1000
26,91,2,29,14
37,958,2,160,30
28,272,0,38,1000
22,1078,8,187,1
72,125,0,27,1
49,718,16,120,90
342,1141,10,102,1000
65,1183,1,220,1
304,1426,13,255,1000
73,714,8,119,1
24,353,22,113,30
31,686,9,135,1
257,974,18,135,30
7,186,33,59,90
41,1144,5,194,30
386,368,1,55,1
61,316,0,59,7
95,130,1,55,1
35,1136,0,89,1
20,203,0,80,7
30,904,6,158,90
3,1161,0,199,30
56,1202,3,152,7
8,356,7,77,7
16,542,0,82,1
117,1370,6,237,1000
24,348,23,110,1000
50,564,0,68,90
144,293,1,90,1
20,337,15,99,7
43,628,19,139,180
123,267,1,19,180
81,256,0,39,1
44,763,9,117,90
87,419,2,82,1
69,202,2,100,30
50,970,6,182,7
36,325,1,36,14
197,371,0,126,7
65,1171,10,175,365
200,368,0,29,180
129,833,2,62,7
63,1224,1,225,7
40,169,0,49,7
39,798,5,115,30
54,932,2,144,30
8,1513,25,263,1
74,574,0,72,90
101,723,0,84,7
20,799,2,90,365
81,1075,18,180,7
179,651,1,73,14
74,676,15,78,7
43,1197,2,207,1
24,355,1,72,1000
82,1094,3,205,7
30,1163,4,223,1000
104,1099,1,190,180
41,634,7,104,1
34,874,11,145,7
32,1247,14,192,14
43,327,7,35,1000
53,816,21,145,1
241,210,0,109,1
38,257,7,36,30
37,324,4,63,1000
57,1200,4,209,7
86,577,21,71,7
35,209,13,34,365
5,1323,9,168,30
38,206,0,106,365
29,617,12,134,14
44,1002,0,57,7
137,528,1,86,7
21,1248,14,191,1000
385,189,0,46,90
25,290,53,107,7
276,1215,0,74,90
158,1482,8,260,1000
24,325,0,59,1
81,192,16,51,1000
135,1322,0,117,7
72,360,3,69,180
58,278,0,81,30
61,1121,1,120,90
7,777,13,112,7
39,1135,8,100,1
51,1095,17,186,7
24,207,0,106,365
4,202,39,101,180
43,101,0,27,7
9,1186,21,195,1
23,1160,7,208,1
10,1191,6,234,180
71,707,16,121,7
80,939,19,138,14
39,578,1,67,1
80,938,19,137,14
3,1161,0,199,30
24,867,10,145,7
152,1212,0,241,90
76,1265,8,106,7
31,873,1,82,180
258,1193,2,204,1
23,946,29,155,1000
75,1121,0,122,1000
108,898,0,118,365
17,207,0,106,365
9,1245,5,190,7
37,873,1,82,14
12,200,39,98,30
50,165,8,27,180
36,836,10,133,14
115,767,2,86,30
286,1178,11,208,14
39,251,0,37,1
27,869,10,141,180
30,105,0,25,90
244,1227,8,244,30
57,1082,4,187,1
110,948,13,132,1000
64,1186,6,206,1
60,915,7,129,7
33,202,0,104,7
32,1212,0,218,1
70,625,1,74,1
19,820,1,146,1
571,170,20,66,90
10,844,1,134,90
44,1118,4,117,14
119,138,14,58,1
122,1158,5,204,14
165,1323,13,125,1000
40,667,0,79,180
7,1425,2,256,1
39,360,3,71,1
38,1188,47,221,7
4,362,8,21,90
179,1197,10,207,14
294,571,16,102,180
27,130,0,27,30
23,370,0,127,30
7,135,14,56,365
35,604,0,93,30
21,401,5,40,7
13,999,0,74,1
217,920,0,162,30
40,961,0,150,1000
35,859,12,152,1000
154,661,9,136,180
60,542,5,79,7
18,1309,2,223,1
305,758,0,84,1000
3,1162,3,197,14
12,1232,1,148,1000
197,820,1,86,30
24,871,0,79,14
49,630,0,137,7
211,1248,1,146,7
13,1197,0,234,1
37,743,0,91,1000
26,598,1,136,1000
63,1376,4,237,1
84,231,1,48,1000
153,356,14,67,7
3,201,16,51,365
97,557,17,64,7
28,902,0,94,1000
65,1260,3,155,1
63,1126,12,174,1000
118,984,0,148,7
9,372,39,68,1
22,612,17,137,1
199,809,0,86,1
241,311,0,23,180
885,164,0,66,365
49,150,2,62,180
568,1199,5,201,180
4,248,7,32,1000
40,819,21,145,365
10,360,3,71,1000
25,1115,1,222,1
57,1058,2,190,1000
29,520,0,57,1
12,806,39,87,7
96,186,0,59,1
40,587,19,134,1
57,1113,4,223,1000
136,562,3,104,1000
24,1251,5,244,7
52,997,9,156,1
33,621,1,60,180
134,1186,0,176,30
60,1137,0,85,1
34,247,13,40,365
104,1080,7,189,1000
89,1030,4,139,7
67,101,0,27,14
40,716,1,124,365
42,1176,8,193,30
30,1214,13,128,14
102,614,0,94,1000
202,235,18,120,1
74,729,2,71,1000
41,1192,19,222,180
91,256,0,39,1
11,354,0,67,1000
40,915,7,130,365
3,343,4,113,7
18,331,3,87,1
34,207,1,60,180
37,912,14,59,7
21,614,5,82,1
279,747,9,148,365
52,736,4,122,1000
23,969,2,178,30
60,546,0,78,365
5,1253,0,243,90
16,303,58,98,14
73,699,5,79,1000
112,500,7,99,14
38,1060,4,192,90
56,577,21,67,365
25,406,7,76,7
180,1321,27,128,7
32,373,0,20,14
24,902,0,94,90
69,126,9,63,7
47,222,0,111,30
34,627,19,71,1
38,113,0,33,7
488,130,2,57,365
89,604,8,93,365
7,186,33,59,90
46,241,20,121,30
28,360,5,72,365
71,359,2,50,14
145,334,1,97,1000
41,175,30,68,90
251,827,4,142,7
31,192,3,58,1000
22,943,9,79,14
45,1172,5,164,1000
114,783,0,77,7
26,867,6,140,1000
57,1217,3,131,30
