@RELATION combined

@ATTRIBUTE issuecleanedbodylen REAL
@ATTRIBUTE meancommentsizet REAL
@ATTRIBUTE nactorst REAL
@ATTRIBUTE ncommentst REAL
@ATTRIBUTE ncommitsbyactorst REAL
@ATTRIBUTE ncommitsbycreator REAL
@ATTRIBUTE ncommitsbyuniqueactorst REAL
@ATTRIBUTE ncommitsinproject REAL
@ATTRIBUTE ncommitsprojectt REAL
@ATTRIBUTE nissuesbycreator REAL
@ATTRIBUTE nissuesbycreatorclosed REAL
@ATTRIBUTE nissuescreatedinproject REAL
@ATTRIBUTE nissuescreatedinprojectclosed REAL
@ATTRIBUTE nissuescreatedprojectclosedt REAL
@ATTRIBUTE nissuescreatedprojectt REAL
@ATTRIBUTE nlabelst REAL
@ATTRIBUTE nsubscribedbyt REAL
@ATTRIBUTE timeopen {1,7,14,30,90,180,365,1000}

@DATA
145,64,17,27,12272,0,132,1066,12438,21,0,749,24,3117,10498,0,12,1000
24,56,6,14,19138,0,139,1112,19382,17,3,1010,46,5633,16056,0,2,1000
36,61,19,23,14206,0,133,1072,14374,9,9,925,88,3784,11995,0,12,1000
35,25,3,4,26145,0,151,0,26145,3,0,223,42,11803,27016,0,0,1000
101,6,5,5,23041,0,149,620,23141,8,0,597,0,7182,19345,0,1,1000
52,34,9,12,26145,0,151,0,26145,2,0,557,6,8749,22775,0,3,90
49,52,8,11,26145,0,151,0,26145,36,3,342,10,10995,26033,0,1,1000
112,57,14,35,15796,0,135,1218,15912,9,1,1030,45,4359,13345,0,10,1000
43,47,16,30,20124,0,142,905,20250,8,0,848,6,6134,16887,0,9,180
86,53,6,9,16766,0,136,1378,16944,14,0,1111,105,4752,14162,0,3,1000
54,96,14,23,11096,0,130,1140,11186,19,10,746,15,2776,9739,0,9,90
23,33,7,12,26145,0,151,0,26145,14,0,579,9,8710,22710,0,1,1000
44,16,14,6,14828,0,133,996,15034,11,2,909,0,3996,12498,0,10,90
89,32,6,32,18172,0,137,1402,18416,10,16,1080,141,5213,15304,0,0,1000
79,35,11,10,16292,0,136,1568,16530,1,0,1183,65,4600,13848,0,6,1000
102,48,9,12,22047,0,148,498,22099,2,0,370,1,6853,18426,0,5,365
21,34,8,9,14174,0,133,1096,14364,15,9,949,87,3780,11983,0,4,180
36,41,7,10,20200,0,142,905,20304,115,1,834,7,6185,16980,0,4,180
62,29,2,3,26145,0,151,0,26145,12,0,221,0,11848,27068,0,0,1000
220,34,16,44,7370,0,124,1428,7606,4,0,758,37,1859,7580,0,9,30
22,42,4,20,17706,0,137,1136,17916,14,14,945,15,5060,14929,0,0,1000
52,66,20,33,26145,0,151,0,26145,2,0,620,3,8538,22390,0,10,1000
20,13,5,7,4484,0,98,1353,4620,7,1,1015,14,875,5463,0,2,90
54,37,8,9,6918,0,123,1532,7094,27,14,803,116,1698,7287,0,4,180
130,65,14,21,4277,8,95,1132,4428,27,11,940,7,777,5280,0,8,30
91,31,7,7,26145,0,151,0,26145,3,2,415,50,10285,25057,0,1,1000
96,22,7,9,23489,0,149,554,23585,43,0,699,0,7325,19693,0,2,180
61,36,9,8,10274,0,129,1122,10430,2,1,739,47,2544,9194,0,5,365
39,39,8,8,10024,0,129,1148,10246,2,0,795,57,2498,9065,0,4,180
35,29,10,19,3916,0,89,797,4037,10,1,814,114,584,4897,0,5,180
29,20,5,4,24597,0,149,952,24731,37,0,723,0,7873,20959,0,3,365
51,25,8,8,26145,0,151,0,26145,7,0,565,53,10090,24774,0,3,1000
73,17,13,15,22131,0,148,498,22239,16,0,423,0,6883,18496,0,5,365
66,63,36,37,16110,0,135,1464,16292,129,6,1169,24,4517,13681,0,27,1000
37,8,3,2,26145,0,151,0,26145,10,2,278,62,11445,26594,0,0,1000
55,57,6,8,22987,0,149,634,23073,12,0,580,0,7149,19251,0,4,1000
15,16,3,5,20206,0,142,903,20314,36,2,831,7,6185,16982,0,0,180
37,38,8,10,4267,8,95,1130,4418,28,11,942,7,776,5278,0,4,180
150,77,14,46,26145,0,151,0,26145,1,0,286,28,10768,25757,0,4,1000
75,5,2,1,26145,0,151,0,26145,63,0,216,0,11849,27070,0,0,1000
27,14,12,11,14980,0,133,942,15150,4,8,879,0,4035,12642,0,6,90
12,38,8,14,23727,0,149,610,23829,10,1,677,0,7480,20031,3,2,1000
54,30,8,11,3902,0,89,782,4009,10,18,803,106,563,4854,1,4,180
11,19,3,6,19196,0,139,1066,19446,57,0,983,4,5652,16084,0,0,365
17,18,4,6,26145,0,151,0,26145,10,14,337,18,10634,25563,0,0,14
79,11,5,7,26145,0,151,0,26145,17,1,341,31,11079,26146,0,0,1000
16,6,4,5,26145,0,151,0,26145,28,1,379,19,10352,25160,0,0,180
155,31,10,17,3851,0,89,647,3896,3,6,697,52,494,4707,0,5,180
46,15,2,2,26145,0,151,0,26145,64,0,207,0,11970,27201,0,0,90
50,11,3,3,21199,0,145,740,21279,7,0,532,1,6626,17807,0,1,365
90,119,5,4,26145,0,151,0,26145,47,7,274,57,11443,26592,0,2,1000
79,13,2,2,26145,0,151,0,26145,7,0,335,14,10649,25582,0,0,1000
240,42,15,19,15902,0,135,1360,16082,1,0,1098,10,4422,13485,0,10,180
88,48,9,14,12618,0,132,934,12788,6,6,703,46,3240,10758,0,5,180
23,10,2,2,26145,0,151,0,26145,29,5,310,18,10723,25682,0,0,1000
38,30,7,9,21881,0,146,456,21941,3,0,341,5,6787,18272,0,2,365
118,35,16,17,13902,0,133,1192,14082,1,0,921,57,3680,11767,0,10,1000
69,65,7,35,23975,0,149,590,24079,11,1,590,0,7620,20352,0,2,365
87,42,8,13,6054,30,113,1116,6262,18,0,847,15,1404,6646,0,4,1000
38,50,4,15,18640,0,137,1328,18782,19,23,1108,262,5375,15635,0,0,180
18,23,4,7,26145,0,151,0,26145,15,2,282,28,10804,25802,0,0,1000
80,6,5,2,26145,0,151,0,26145,22,0,627,17,9126,23368,0,2,1000
117,41,11,8,3474,0,89,656,3657,8,8,730,2,366,4421,0,7,90
49,22,6,7,22375,0,148,430,22423,9,0,441,1,6929,18636,0,2,1000
50,35,9,9,10560,0,130,1150,10740,18,0,737,4,2622,9372,0,5,1000
22,48,18,51,15524,0,134,1066,15652,29,7,910,21,4252,13104,0,10,365
38,48,11,17,13856,0,133,1232,14052,2,0,915,56,3672,11743,0,7,1000
37,51,9,33,19280,0,139,1022,19498,14,0,984,6,5684,16143,1,4,90
26,41,8,10,9730,0,129,1260,9992,2,0,809,43,2432,8899,0,4,1000
38,23,5,6,19712,0,140,762,19884,57,3,834,9,5905,16506,0,2,1000
52,113,15,24,26145,0,151,0,26145,5,3,597,0,8505,22327,0,5,1000
99,14,5,2,26145,0,151,0,26145,6,1,224,32,11752,26956,0,1,1000
94,69,13,13,14562,0,133,1090,14764,16,3,956,0,3912,12291,0,7,1000
44,44,6,10,23957,0,149,584,24041,9,0,597,0,7604,20315,0,1,365
26,31,8,8,4884,0,104,1438,5058,48,7,1020,53,1052,5862,0,4,90
38,44,12,17,3374,0,86,683,3487,17,0,768,1,306,4285,0,7,90
67,65,3,1,26145,0,151,0,26145,1,0,292,49,11358,26481,0,0,1000
70,27,3,2,26145,0,151,0,26145,5,0,77,0,12136,27377,0,0,1000
173,65,4,3,26145,0,151,0,26145,4,0,578,23,9448,23813,0,0,365
16,34,8,10,3936,0,89,805,4051,4,0,829,132,593,4914,0,4,180
135,44,13,34,26145,0,151,0,26145,17,3,340,27,10419,25263,0,2,1000
56,26,7,19,26145,0,151,0,26145,27,3,561,59,10107,24794,0,0,1000
18,40,11,13,4853,0,104,1449,5016,1,2,1027,51,1037,5819,1,6,365
51,47,9,7,23673,0,149,582,23765,51,0,678,0,7435,19943,0,6,1000
63,35,7,6,26145,0,151,0,26145,3,0,615,28,9312,23621,0,2,365
51,40,12,21,20110,0,141,899,20236,5,0,858,6,6128,16877,1,8,1000
26,23,3,12,18134,0,137,1322,18266,19,28,1002,123,5156,15183,0,0,90
10,39,6,5,20987,0,144,798,21127,34,0,581,3,6554,17682,0,1,365
40,35,10,16,26145,0,151,0,26145,44,12,612,28,9311,23620,0,2,365
30,29,4,4,26145,0,151,0,26145,6,2,364,42,10576,25483,0,0,90
130,69,13,23,14810,0,133,996,14996,59,11,902,0,3990,12480,0,8,90
6,57,5,18,16832,0,136,1338,16982,25,2,1070,107,4787,14217,0,1,1000
59,44,10,16,4552,0,100,1412,4723,28,1,1040,18,922,5569,0,5,90
104,51,10,12,12890,4,132,896,13028,7,1,730,0,3326,10962,0,6,365
29,15,8,13,24633,0,149,950,24773,19,0,719,0,7883,20977,0,2,365
23,83,8,20,4049,0,91,889,4127,40,4,827,172,643,5002,0,4,180
9,23,4,3,26145,0,151,0,26145,2,0,225,0,11848,27068,0,0,1000
93,65,16,16,5804,0,112,1162,6010,2,1,862,3,1331,6495,0,10,180
58,22,3,2,26145,0,151,0,26145,1,0,48,0,12168,27410,0,0,1000
76,26,5,15,18114,0,137,1276,18198,1,0,989,112,5138,15150,0,1,90
363,61,28,53,11476,0,131,1168,11674,7,0,776,27,2888,9979,0,21,1000
50,8,4,4,26145,0,151,0,26145,35,10,296,54,11369,26500,0,0,30
191,27,7,9,26145,0,151,0,26145,22,4,412,49,10264,25032,0,1,1000
6,79,11,17,13132,0,132,964,13368,4,0,743,7,3407,11164,0,7,1000
6,37,6,6,21269,0,145,720,21341,25,0,524,0,6649,17853,0,2,365
24,42,5,16,26145,0,151,0,26145,10,2,626,13,9170,23439,0,1,365
173,66,28,52,3167,0,85,731,3310,5,1,770,1,241,4075,0,18,30
86,58,14,16,13752,0,133,1218,13974,6,2,920,44,3649,11686,0,9,180
80,36,9,7,20418,0,143,889,20508,99,2,724,6,6293,17214,0,5,180
50,48,9,14,9184,0,128,1314,9426,5,3,755,14,2298,8597,0,5,180
25,38,10,8,15902,0,135,1356,16078,10,3,1095,10,4421,13482,0,6,180
44,30,14,18,3561,0,89,610,3711,1,0,721,3,403,4495,0,8,365
43,64,5,13,26145,0,151,0,26145,22,4,540,37,9789,24353,0,1,1000
70,44,6,12,26145,0,151,0,26145,40,0,520,2,9628,24112,0,1,1000
29,28,2,2,19812,0,141,751,19968,14,1,799,11,5957,16591,0,0,180
43,30,9,9,23897,0,149,598,23985,38,0,627,0,7572,20237,0,3,1000
21,11,4,5,26145,0,151,0,26145,33,3,352,16,10614,25535,0,0,1000
29,84,22,104,26145,0,151,0,26145,36,2,537,51,10131,24821,0,10,1000
27,38,4,11,18094,0,137,1276,18176,21,10,997,110,5134,15133,0,0,1000
17,23,7,10,26145,0,151,0,26145,19,7,365,19,10372,25192,0,0,14
55,49,4,7,26145,0,151,0,26145,10,1,595,7,8648,22583,0,0,180
54,52,10,18,4230,0,95,1116,4392,31,11,959,7,764,5251,0,5,180
55,53,8,12,23937,0,149,598,24015,23,2,615,0,7600,20296,0,4,365
87,23,8,11,26145,0,151,0,26145,6,0,591,19,8905,23026,0,3,1000
15,34,10,9,13304,0,132,960,13448,1,0,768,8,3441,11224,0,5,365
59,30,10,26,23753,0,149,606,23841,11,0,680,0,7485,20042,0,5,180
53,78,6,8,25807,0,151,338,25941,4,1,570,4,8301,21862,0,1,1000
30,75,57,75,15290,0,133,1002,15514,4,5,900,12,4192,12963,0,42,1000
157,84,11,39,5009,0,110,1431,5162,40,2,985,44,1117,6001,0,6,1000
30,32,7,12,26105,0,151,40,26145,3,2,567,28,8423,22141,0,4,1000
33,27,5,6,26145,0,151,0,26145,17,2,382,18,10348,25151,0,0,90
6,28,7,8,26145,0,151,0,26145,21,2,582,23,9448,23813,0,1,365
25,26,5,13,26145,0,151,0,26145,18,6,354,21,10409,25247,0,0,30
22,42,11,9,13582,0,132,1038,13698,5,0,880,15,3556,11476,0,7,1000
33,32,5,6,26145,0,151,0,26145,1,0,361,37,10570,25466,0,0,1000
11,29,5,8,26145,0,151,0,26145,1,0,584,33,9465,23844,0,0,365
34,73,18,19,26145,0,151,0,26145,1,0,532,1,9612,24093,0,10,180
37,20,6,13,24825,0,149,972,24945,33,75,670,0,7971,21179,0,1,365
15,46,5,12,24111,0,149,652,24185,20,0,577,0,7666,20465,0,1,365
32,28,9,9,26145,0,151,0,26145,1,0,531,66,9845,24434,0,3,180
103,36,8,16,19072,0,139,1134,19306,72,13,1024,45,5597,16001,0,4,30
54,32,8,5,18356,0,137,1348,18566,23,18,1100,187,5261,15416,0,5,30
65,34,9,12,3200,0,85,709,3329,6,0,744,1,248,4100,0,5,90
27,56,31,53,26017,0,151,128,26115,2,0,532,19,8377,22054,0,19,1000
132,61,5,8,26145,0,151,0,26145,3,0,250,40,11632,26813,0,0,1000
135,31,7,12,22653,14,148,594,22725,10,24,512,22,7026,18953,0,4,1000
14,30,11,14,14822,0,133,992,15006,13,2,904,0,3992,12488,0,7,90
77,56,8,11,7008,192,123,1586,7194,47,2,828,128,1744,7371,0,4,1000
130,38,3,2,26145,0,151,0,26145,8,0,139,0,12078,27318,0,0,180
106,48,9,12,10362,0,129,1136,10536,7,12,734,55,2566,9249,0,5,30
270,78,20,74,24085,0,149,606,24165,1,0,570,0,7658,20446,0,14,365
222,33,13,24,3587,0,89,607,3725,2,0,705,3,410,4512,0,8,180
70,40,6,7,23099,0,149,622,23233,30,0,587,0,7204,19400,0,2,1000
17,32,4,7,20909,0,143,854,21093,39,5,616,4,6532,17654,0,0,365
53,34,11,13,3064,0,84,793,3173,7,1,898,2,202,3951,0,6,365
97,43,9,14,3432,0,87,662,3589,1,1,723,2,344,4363,0,5,90
157,68,3,7,26145,0,151,0,26145,21,0,160,0,12069,27308,0,0,1000
40,44,3,3,26145,0,151,0,26145,17,6,628,20,9245,23538,0,0,365
30,41,8,15,23357,0,149,610,23525,6,0,669,0,7295,19628,0,3,180
52,38,5,26,24013,0,149,592,24107,15,1,568,0,7634,20386,0,1,365
82,25,8,12,19988,0,141,789,20110,20,0,791,4,6030,16729,0,3,90
193,34,6,9,26145,0,151,0,26145,4,1,567,39,8453,22203,0,2,1000
28,30,14,9,10764,0,130,1098,10940,1,0,740,6,2686,9531,0,7,1000
10,8,3,1,20771,0,143,968,20997,19,0,698,7,6486,17580,0,1,180
37,36,5,18,26145,0,151,0,26145,14,2,560,11,8859,22962,0,0,180
14,29,10,8,10040,0,129,1136,10254,6,4,789,57,2503,9076,0,5,1000
36,36,8,11,4296,0,95,1139,4444,10,0,916,7,784,5291,1,4,180
31,59,7,9,26115,0,151,30,26145,15,0,582,32,8436,22167,0,0,1000
40,69,8,12,5131,0,110,1445,5418,13,6,903,58,1151,6082,0,5,180
28,53,10,20,7234,0,124,1520,7466,32,4,806,36,1818,7506,0,6,180
52,39,11,18,19712,0,140,762,19884,10,0,833,9,5906,16507,0,6,1000
52,26,5,7,26145,0,151,0,26145,7,0,289,54,11411,26552,0,0,1000
19,41,4,14,18786,0,139,1316,19084,11,0,1076,45,5499,15835,1,0,180
39,62,18,38,16074,0,135,1390,16262,6,11,1122,11,4503,13634,0,10,180
44,26,5,1,26145,0,151,0,26145,6,0,599,10,8698,22688,0,3,1000
263,40,8,9,4498,0,98,1383,4645,25,11,1049,16,883,5480,0,4,90
71,64,15,25,12312,0,132,1090,12512,4,0,761,33,3130,10531,0,8,1000
31,5,4,2,19318,0,140,1016,19552,38,0,973,6,5706,16190,0,1,365
78,37,13,29,6822,0,117,1454,6966,18,2,809,100,1650,7204,0,7,180
93,32,23,42,26145,0,151,0,26145,2,0,578,23,9449,23814,0,13,1000
75,49,9,7,9560,0,129,1292,9788,1,0,805,28,2378,8790,1,5,1000
86,39,11,11,16178,0,136,1488,16360,1,0,1160,32,4530,13719,0,6,180
27,47,6,10,23713,0,149,570,23797,17,1,666,0,7454,19990,0,2,180
142,81,8,8,20987,0,144,798,21127,1,0,582,3,6554,17682,0,4,365
42,135,18,36,26145,0,151,0,26145,1,0,633,44,9037,23236,0,11,1000
137,41,8,13,9108,0,128,1310,9312,1,0,778,9,2273,8534,0,4,1000
55,55,14,27,8700,0,126,1192,8794,14,1,687,0,2126,8222,0,8,365
60,70,9,13,23621,0,149,560,23705,1,0,712,0,7393,19858,0,5,180
24,35,5,13,18906,0,139,1264,19206,7,0,1062,45,5565,15945,0,0,30
103,34,5,10,22427,0,148,486,22505,19,32,468,7,6957,18725,0,1,1000
16,27,7,22,19278,0,139,1024,19496,50,0,989,6,5682,16139,0,2,90
28,66,10,34,20298,0,142,895,20388,7,0,773,7,6232,17069,0,5,1000
14,40,4,6,23789,0,149,626,23873,10,0,675,0,7520,20103,0,0,1000
74,50,13,24,9402,0,129,1274,9562,35,1,745,23,2332,8670,0,7,365
42,23,2,2,26145,0,151,0,26145,34,0,149,0,12074,27313,0,0,180
35,46,11,16,9776,0,129,1266,10022,3,0,821,48,2441,8925,0,6,180
45,36,9,9,12280,0,132,1068,12442,44,0,751,26,3119,10501,0,5,1000
37,109,5,24,24101,0,149,648,24181,8,0,578,0,7666,20463,0,1,1000
25,34,8,9,6070,126,113,1116,6294,36,1,838,17,1416,6667,0,4,1000
23,27,3,5,20186,0,142,913,20298,37,2,842,7,6171,16959,0,1,180
70,39,11,19,17894,0,137,1232,18080,90,123,964,62,5105,15044,0,6,1000
25,6,7,3,13390,0,132,970,13466,19,3,781,8,3446,11241,0,4,180
17,6,3,1,26145,0,151,0,26145,14,0,224,0,11848,27068,0,0,7
59,15,15,8,19846,0,141,733,19994,1,0,810,12,5965,16615,0,9,1000
32,21,4,9,26145,0,151,0,26145,51,16,615,25,8960,23109,0,0,1000
40,34,10,3,10628,0,130,1102,10800,3,0,743,6,2639,9419,0,7,1000
71,27,4,8,26145,0,151,0,26145,24,5,452,49,10215,24956,0,0,1000
149,43,11,18,6684,0,117,1386,6834,4,2,824,76,1606,7102,0,7,180
45,60,8,14,9736,0,129,1264,9996,35,2,806,44,2435,8906,0,4,180
46,42,11,12,8346,0,126,1134,8548,13,0,739,0,2059,8042,0,7,1000
50,30,9,14,26145,0,151,0,26145,44,12,627,13,9170,23438,0,2,365
43,38,19,26,14258,0,133,1072,14412,101,26,928,87,3799,12030,0,11,365
109,130,8,30,26145,0,151,0,26145,8,0,341,21,10426,25273,0,1,1000
32,7,1,1,26145,0,151,0,26145,6,0,587,5,8627,22540,0,0,90
133,55,10,8,11520,0,131,1182,11712,32,6,781,30,2903,10005,1,6,1000
41,41,5,5,20014,0,141,791,20140,26,0,799,4,6056,16766,0,1,90
12,16,3,5,26145,0,151,0,26145,26,0,356,24,11057,26117,0,0,1000
59,26,16,15,4416,0,96,1200,4524,1,0,950,5,828,5382,0,11,180
342,79,4,2,26145,0,151,0,26145,4,0,81,0,12135,27376,0,0,1000
46,18,7,20,22823,0,148,674,22927,10,0,582,0,7100,19121,0,2,1000
7,10,4,1,15790,0,135,1222,15910,13,1,1036,45,4359,13345,0,3,1000
12,53,9,12,10826,0,130,1094,11026,18,6,721,4,2709,9585,0,5,1000
127,35,8,22,3446,0,87,661,3611,7,2,721,2,354,4391,0,4,90
163,30,6,7,26145,0,151,0,26145,10,0,223,40,11797,27009,0,0,1000
36,39,10,10,3100,0,85,784,3231,19,1,859,2,215,4007,0,6,14
152,58,5,12,26145,0,151,0,26145,14,4,592,19,8905,23026,0,3,365
36,5,7,1,21519,0,145,580,21749,6,4,440,5,6726,18112,0,5,365
22,74,10,37,26145,0,151,0,26145,9,3,624,23,9256,23552,0,2,365
42,43,3,2,26145,0,151,0,26145,14,0,188,0,12001,27236,0,0,90
25,34,7,10,16046,0,135,1372,16228,36,0,1121,7,4493,13611,0,3,1000
56,43,8,24,11660,0,131,1106,11752,3,0,795,32,2919,10056,0,4,1000
13,17,2,2,26145,0,151,0,26145,21,3,277,47,11527,26695,0,0,1000
297,52,6,35,26145,0,151,0,26145,31,0,350,25,11065,26128,0,0,1000
51,173,6,45,26145,0,151,0,26145,51,0,180,0,12048,27286,0,0,1000
16,39,7,9,16088,0,135,1416,16276,43,4,1124,12,4510,13648,0,3,30
8,16,5,6,18920,0,139,1260,19222,6,2,1065,45,5567,15948,0,2,1000
176,56,16,17,23071,0,149,622,23183,15,0,604,0,7189,19361,0,10,1000
28,31,13,17,14962,0,133,940,15144,4,0,867,0,4027,12621,0,7,90
883,106,6,16,26145,0,151,0,26145,7,1,250,40,11636,26817,0,0,1000
109,146,5,1,3155,0,85,740,3302,1,0,781,1,239,4058,0,2,30
29,32,7,7,23271,0,149,570,23355,29,0,621,0,7249,19515,0,2,1000
18,22,5,9,16746,0,136,1386,16930,26,1,1116,104,4746,14150,0,2,1000
42,35,8,9,11718,0,131,1126,11874,1,0,795,33,2957,10131,0,4,1000
22,41,11,10,9152,0,128,1326,9404,8,0,771,13,2293,8587,0,5,1000
62,51,15,28,23315,0,149,568,23373,18,0,647,0,7265,19554,0,7,1000
97,5,3,1,26145,0,151,0,26145,19,1,336,19,10667,25614,0,0,1000
57,39,16,17,14492,0,133,1120,14628,4,0,950,0,3882,12220,0,10,1000
122,55,9,14,6462,0,116,1194,6630,25,1,803,49,1524,6896,0,5,365
41,92,9,22,20302,0,142,897,20398,6,0,763,7,6234,17082,0,4,1000
65,25,12,15,8032,0,126,1224,8310,33,0,759,1,1989,7884,0,6,90
17,32,14,19,4530,0,100,1388,4695,14,7,1029,16,904,5528,0,7,90
54,44,6,18,26145,0,151,0,26145,17,5,298,24,10755,25735,0,0,1000
100,50,16,13,20915,0,143,854,21095,1,0,615,4,6532,17654,2,8,1000
33,56,5,4,24141,0,149,666,24191,12,0,598,0,7679,20494,0,1,365
124,56,12,25,16116,0,135,1460,16292,33,0,1167,24,4518,13684,0,6,180
154,70,4,17,26145,0,151,0,26145,1,0,26,0,12186,27428,0,0,1000
229,39,8,17,16950,0,136,1382,17178,4,0,1052,119,4836,14349,0,3,90
79,54,13,34,19858,0,141,755,20008,9,0,811,5,5972,16629,0,6,1000
27,28,5,5,26145,0,151,0,26145,16,1,387,60,10323,25111,0,0,1000
16,46,8,12,2661,26,81,857,2865,42,34,1032,104,145,3453,0,4,90
38,30,8,9,4277,0,95,1137,4428,8,8,940,7,777,5280,0,4,180
70,39,16,27,17654,0,137,1150,17896,86,123,958,15,5048,14906,0,7,1000
63,44,6,4,26145,0,151,0,26145,1,0,612,3,8560,22429,0,2,1000
189,84,16,18,20262,0,142,911,20376,4,0,803,7,6228,17054,0,9,180
38,30,4,4,26145,0,151,0,26145,13,0,318,21,10943,25973,0,0,1000
152,66,13,23,9826,0,129,1250,10090,22,6,808,47,2456,8961,0,7,180
84,13,3,5,26145,0,151,0,26145,4,2,281,56,11304,26412,0,0,14
44,24,4,8,26145,0,151,0,26145,12,1,239,36,11665,26853,0,0,1000
19,42,3,8,26145,0,151,0,26145,4,0,578,39,9438,23798,0,0,365
45,83,14,14,16948,0,136,1376,17164,4,0,1037,118,4832,14341,0,10,1000
65,58,9,14,11198,0,130,1206,11434,24,34,736,22,2813,9843,0,4,180
57,34,14,20,22421,0,148,472,22481,20,32,464,5,6949,18702,0,9,1000
45,35,10,14,26145,0,151,0,26145,15,0,561,11,8859,22962,0,3,1000
130,27,6,14,18592,0,137,1300,18754,17,0,1081,228,5353,15590,1,1,1000
98,32,10,11,8072,0,126,1196,8354,5,0,760,1,1998,7899,0,5,90
98,60,12,37,26145,0,151,0,26145,10,0,366,19,10372,25191,0,2,1000
15,46,18,22,12864,0,132,898,13018,8,0,726,0,3322,10953,0,11,90
122,37,18,31,14386,0,133,1126,14540,5,0,955,0,3834,12120,0,10,1000
27,62,13,26,4755,0,104,1437,4968,48,11,994,32,1012,5762,0,7,1000
70,25,8,8,26145,0,151,0,26145,10,1,458,56,10192,24924,0,1,30
20,120,12,48,2416,0,78,987,2662,45,45,1078,69,136,3283,0,7,180
40,38,7,22,18800,0,139,1316,19122,64,7,1086,45,5516,15858,0,2,180
5,28,4,9,21035,0,144,774,21151,31,0,583,3,6565,17697,0,0,365
42,32,9,12,15070,0,133,904,15198,4,1,878,0,4051,12683,1,5,180
38,46,9,12,8554,0,126,1110,8726,36,0,679,0,2108,8181,0,5,90
21,11,2,2,20150,0,142,907,20256,17,0,841,6,6137,16897,0,0,180
83,37,12,16,8752,0,127,1262,8892,1,0,727,0,2154,8269,0,7,90
166,60,4,8,26145,0,151,0,26145,5,1,628,51,9077,23291,0,1,180
15,35,5,10,21105,0,144,768,21201,70,1,539,3,6589,17739,0,1,365
15,17,4,3,19448,0,140,930,19644,12,2,971,6,5757,16279,0,1,1000
37,22,4,5,20276,0,142,907,20384,20,3,792,7,6230,17061,0,1,90
91,70,11,22,21437,0,145,650,21749,10,0,457,4,6725,18106,0,6,1000
218,18,2,4,26145,0,151,0,26145,6,0,222,0,11900,27126,0,0,30
4,35,8,9,3267,0,86,692,3376,9,0,744,1,266,4158,0,4,30
41,29,10,8,12846,0,132,876,12976,2,1,712,65,3310,10931,0,6,365
62,21,2,1,26145,0,151,0,26145,18,4,256,40,11611,26787,0,0,1000
56,98,14,69,8728,0,127,1216,8838,27,0,711,0,2140,8246,2,8,1000
63,52,6,14,26145,0,151,0,26145,25,11,631,58,9097,23316,0,0,180
114,41,10,12,11928,0,131,1094,12172,7,2,780,15,3054,10346,0,6,30
79,25,5,10,24699,0,149,946,24819,38,0,684,0,7923,21053,0,1,365
53,36,5,22,19732,0,140,762,19898,2,0,823,9,5915,16523,0,1,1000
47,41,5,7,20727,0,143,998,20957,42,1,698,7,6469,17551,0,1,180
39,42,4,7,26145,0,151,0,26145,15,1,413,49,10258,25023,0,0,1000
51,7,3,1,25293,0,149,794,25453,1,0,657,1,8116,21479,0,1,365
98,15,2,1,20446,0,143,885,20563,19,0,715,4,6320,17253,0,1,1
46,32,10,9,4387,0,96,1191,4496,13,5,953,5,806,5350,0,5,90
49,26,4,6,22741,0,148,614,22823,12,0,554,0,7066,19040,0,0,1000
7,60,10,9,16100,0,135,1420,16286,14,0,1136,13,4511,13652,0,6,180
48,43,10,10,12566,0,132,974,12744,16,0,712,45,3228,10732,0,5,1000
113,58,23,37,21771,0,146,450,21859,4,0,358,5,6760,18203,1,13,365
119,32,8,12,26145,0,151,0,26145,2,0,316,22,10707,25664,0,0,1000
5,80,15,19,12510,0,132,964,12678,5,0,712,38,3198,10666,0,9,180
42,17,8,9,13634,0,132,1130,13726,39,4,883,24,3579,11532,0,4,180
23,11,5,3,26145,0,151,0,26145,15,2,364,36,10521,25403,0,1,1000
55,32,10,11,3709,0,89,613,3813,5,0,715,23,461,4622,0,6,90
42,75,11,23,26115,0,151,30,26145,2,2,571,36,8445,22184,0,4,1000
228,38,13,16,17930,0,137,1264,18124,30,6,982,77,5117,15082,0,7,365
148,20,3,5,26145,0,151,0,26145,13,2,286,40,11315,26427,0,0,1000
91,81,13,28,9724,0,129,1260,9968,44,6,808,43,2428,8895,0,7,1000
45,44,7,15,23063,0,149,610,23165,12,0,605,0,7188,19358,0,3,1000
87,59,6,19,26145,0,151,0,26145,25,1,552,4,8826,22909,0,2,180
61,50,6,16,26145,0,151,0,26145,19,0,358,37,11112,26186,0,0,1000
154,43,16,17,15372,0,133,1022,15562,59,4,904,13,4213,13014,1,11,365
46,104,20,49,13634,0,132,1128,13726,38,17,884,24,3579,11531,0,11,365
19,35,6,9,16218,0,136,1510,16404,12,3,1188,41,4555,13754,0,2,180
170,49,12,33,26145,0,151,0,26145,13,1,288,7,10886,25900,0,3,1000
32,32,13,16,24065,0,149,590,24141,10,0,567,0,7647,20415,0,6,365
58,65,5,6,26145,0,151,0,26145,12,0,221,0,11902,27128,0,0,1000
3,56,16,20,13150,0,132,994,13406,3,0,765,7,3422,11190,0,9,1000
12,129,5,13,23725,0,149,604,23819,4,0,683,0,7474,20025,0,2,1000
98,40,7,18,17742,0,137,1178,17942,8,34,959,28,5070,14948,0,2,90
40,8,3,5,26145,0,151,0,26145,6,3,345,40,10990,26027,0,0,365
